# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  509       3.324986400291e-10       9.568110614455e-13      -6.693606963907e-12       0.000000000000e+00       7.302546706268e-14       1.526819852010e-15       5.267791189478e-16 
  510       3.333048415221e-10       9.467217146666e-13      -6.542657593797e-12       0.000000000000e+00       7.251832004053e-14       1.497255831250e-15       5.129918630548e-16 
  511       3.340823889010e-10       9.372112011792e-13      -6.389598853312e-12       0.000000000000e+00       7.201539154642e-14       1.468959921070e-15       4.992525894945e-16 
  512       3.348311675049e-10       9.282844172703e-13      -6.234512965494e-12       0.000000000000e+00       7.151666558774e-14       1.441922305398e-15       4.855623705194e-16 
  513       3.355510648166e-10       9.199462471358e-13      -6.077483607931e-12       0.000000000000e+00       7.102212484765e-14       1.416132816327e-15       4.719222776837e-16 
  514       3.362419704789e-10       9.122015626693e-13      -5.918595920026e-12       0.000000000000e+00       7.053175067639e-14       1.391580932060e-15       4.583333818020e-16 
  515       3.369037763118e-10       9.050552232515e-13      -5.757936510252e-12       0.000000000000e+00       7.004552308263e-14       1.368255774850e-15       4.447967529083e-16 
  516       3.375363763283e-10       8.985120755389e-13      -5.595593463412e-12       0.000000000000e+00       6.956342072482e-14       1.346146108944e-15       4.313134602152e-16 
  517       3.381396667517e-10       8.925769532531e-13      -5.431656347906e-12       0.000000000000e+00       6.908542090248e-14       1.325240338525e-15       4.178845720724e-16 
  518       3.387135460314e-10       8.872546769699e-13      -5.266216222986e-12       0.000000000000e+00       6.861149954761e-14       1.305526505652e-15       4.045111559262e-16 
  519       3.392579148600e-10       8.825500539081e-13      -5.099365646019e-12       0.000000000000e+00       6.814163121596e-14       1.286992288208e-15       3.911942782781e-16 
  520       3.397726761897e-10       8.784678777188e-13      -4.931198679746e-12       0.000000000000e+00       6.767578907841e-14       1.269624997833e-15       3.779350046440e-16 
  521       3.402577352486e-10       8.750129282745e-13      -4.761810899546e-12       0.000000000000e+00       6.721394491229e-14       1.253411577876e-15       3.647343995132e-16 
  522       3.407129995575e-10       8.721899714580e-13      -4.591299400694e-12       0.000000000000e+00       6.675606909272e-14       1.238338601331e-15       3.515935263072e-16 
  523       3.411383789466e-10       8.700037589514e-13      -4.419762805623e-12       0.000000000000e+00       6.630213058394e-14       1.224392268781e-15       3.385134473387e-16 
  524       3.415337855716e-10       8.684590280256e-13      -4.247301271182e-12       0.000000000000e+00       6.585209693067e-14       1.211558406341e-15       3.254952237707e-16 
  525       3.418991339307e-10       8.675605013287e-13      -4.074016495902e-12       0.000000000000e+00       6.540593424942e-14       1.199822463599e-15       3.125399155756e-16 
  526       3.422343408807e-10       8.673128866758e-13      -3.900011727251e-12       0.000000000000e+00       6.496360721984e-14       1.189169511559e-15       2.996485814936e-16 
  527       3.425393256539e-10       8.677208768373e-13      -3.725391768899e-12       0.000000000000e+00       6.452507907606e-14       1.179584240583e-15       2.868222789926e-16 
  528       3.428140098746e-10       8.687891493287e-13      -3.550262987978e-12       0.000000000000e+00       6.409031159802e-14       1.171050958335e-15       2.740620642263e-16 
  529       3.430583175755e-10       8.705223661992e-13      -3.374733322339e-12       0.000000000000e+00       6.365926510282e-14       1.163553587718e-15       2.613689919937e-16 
  530       3.432721752143e-10       8.729251738208e-13      -3.198912287818e-12       0.000000000000e+00       6.323189843604e-14       1.157075664824e-15       2.487441156978e-16 
  531       3.434555116903e-10       8.760022026776e-13      -3.022910985493e-12       0.000000000000e+00       6.280816896309e-14       1.151600336868e-15       2.361884873048e-16 
  532       3.436082583611e-10       8.797580671546e-13      -2.846842108947e-12       0.000000000000e+00       6.238803256054e-14       1.147110360139e-15       2.237031573030e-16 
  533       3.437303490586e-10       8.841973653271e-13      -2.670819951527e-12       0.000000000000e+00       6.197144360746e-14       1.143588097932e-15       2.112891746617e-16 
  534       3.438217201062e-10       8.893246787492e-13      -2.494960413605e-12       0.000000000000e+00       6.155835497676e-14       1.141015518502e-15       1.989475867903e-16 
  535       3.438823103349e-10       8.951445722435e-13      -2.319381009842e-12       0.000000000000e+00       6.114871802652e-14       1.139374192994e-15       1.866794394972e-16 
  536       3.439120611002e-10       9.016615936898e-13      -2.144200876442e-12       0.000000000000e+00       6.074248259135e-14       1.138645293396e-15       1.744857769487e-16 
  537       3.439109162983e-10       9.088802738143e-13      -1.969540778419e-12       0.000000000000e+00       6.033959697369e-14       1.138809590475e-15       1.623676416282e-16 
  538       3.438788223828e-10       9.168051259785e-13      -1.795523116855e-12       0.000000000000e+00       5.994000793518e-14       1.139847451720e-15       1.503260742950e-16 
  539       3.438157283813e-10       9.254406459685e-13      -1.622271936161e-12       0.000000000000e+00       5.954366068796e-14       1.141738839286e-15       1.383621139434e-16 
  540       3.437215859120e-10       9.347913117839e-13      -1.449912931338e-12       0.000000000000e+00       5.915049888607e-14       1.144463307936e-15       1.264767977616e-16 
  541       3.435963491999e-10       9.448615834268e-13      -1.278573455237e-12       0.000000000000e+00       5.876046461671e-14       1.148000002981e-15       1.146711610907e-16 
  542       3.434399750938e-10       9.556559026912e-13      -1.108382525822e-12       0.000000000000e+00       5.837349839165e-14       1.152327658224e-15       1.029462373835e-16 
  543       3.432524230826e-10       9.671786929517e-13      -9.394708334257e-13       0.000000000000e+00       5.798953913851e-14       1.157424593904e-15       9.130305816395e-17 
  544       3.430337142232e-10       9.794328321401e-13      -7.719588796475e-13       0.000000000000e+00       5.760853371221e-14       1.163271309861e-15       7.974250611833e-17 
  545       3.427841096239e-10       9.924150271909e-13      -6.059210304288e-13       0.000000000000e+00       5.723046572656e-14       1.169858345493e-15       6.826487013301e-17 
  546       3.425039367700e-10       1.006120315404e-12      -4.414205153927e-13       0.000000000000e+00       5.685532747708e-14       1.177178626064e-15       5.687027826911e-17 
  547       3.421935310842e-10       1.020543579231e-12      -2.785212116431e-13       0.000000000000e+00       5.648311048589e-14       1.185224885504e-15       4.555884345242e-17 
  548       3.418532359678e-10       1.035679545449e-12      -1.172876462212e-13       0.000000000000e+00       5.611380549696e-14       1.193989665401e-15       3.433066337296e-17 
  549       3.414834028402e-10       1.051522784331e-12       4.221500143694e-14       0.000000000000e+00       5.574740247125e-14       1.203465313989e-15       2.318582038446e-17 
  550       3.410843911802e-10       1.068067708815e-12       1.999208970436e-13       0.000000000000e+00       5.538389058192e-14       1.213643985147e-15       1.212438140395e-17 
  551       3.406565685655e-10       1.085308573676e-12       3.557635490025e-13       0.000000000000e+00       5.502325820950e-14       1.224517637389e-15       1.146397811252e-18 
  552       3.402003107139e-10       1.103239474699e-12       5.096758059514e-13       0.000000000000e+00       5.466549293711e-14       1.236078032856e-15      -9.748094651460e-18 
  553       3.397160015232e-10       1.121854347848e-12       6.615898543057e-13       0.000000000000e+00       5.431058154565e-14       1.248316736309e-15      -2.055907598013e-17 
  554       3.392040331115e-10       1.141146968437e-12       8.114372158009e-13       0.000000000000e+00       5.395851000897e-14       1.261225114122e-15      -3.128654200930e-17 
  555       3.386648058582e-10       1.161110950304e-12       9.591487450356e-13       0.000000000000e+00       5.360926348904e-14       1.274794333275e-15      -4.193050451254e-17 
  556       3.380987284437e-10       1.181739744978e-12       1.104654627015e-12       0.000000000000e+00       5.326282633122e-14       1.289015360346e-15      -5.249099130296e-17 
  557       3.375062178902e-10       1.203026640851e-12       1.247884374693e-12       0.000000000000e+00       5.291918205937e-14       1.303878960504e-15      -6.296804633364e-17 
  558       3.368876996020e-10       1.224964762353e-12       1.388766826516e-12       0.000000000000e+00       5.257831337107e-14       1.319375696502e-15      -7.336172979809e-17 
  559       3.362436074058e-10       1.247547069118e-12       1.527230143967e-12       0.000000000000e+00       5.224020213282e-14       1.335495927669e-15      -8.367211823077e-17 
  560       3.355743835911e-10       1.270766355157e-12       1.663201809104e-12       0.000000000000e+00       5.190482937521e-14       1.352229808902e-15      -9.389930460748e-17 
  561       3.348804789510e-10       1.294615248032e-12       1.796608622108e-12       0.000000000000e+00       5.157217528814e-14       1.369567289661e-15      -1.040433984459e-16 
  562       3.341623528218e-10       1.319086208022e-12       1.927376698826e-12       0.000000000000e+00       5.124221921598e-14       1.387498112960e-15      -1.141045259059e-16 
  563       3.334204731241e-10       1.344171527296e-12       2.055431468309e-12       0.000000000000e+00       5.091493965278e-14       1.406011814359e-15      -1.240828298903e-16 
  564       3.326553164029e-10       1.369863329087e-12       2.180697670359e-12       0.000000000000e+00       5.059031423745e-14       1.425097720958e-15      -1.339784701451e-16 
  565       3.318673678680e-10       1.396153566860e-12       2.303099353072e-12       0.000000000000e+00       5.026831974895e-14       1.444744950391e-15      -1.437916233599e-16 
  566       3.310571214344e-10       1.423034023481e-12       2.422559870381e-12       0.000000000000e+00       4.994893210149e-14       1.464942409814e-15      -1.535224832686e-16 
  567       3.302250797627e-10       1.450496310395e-12       2.539001879594e-12       0.000000000000e+00       4.963212633972e-14       1.485678794902e-15      -1.631712607496e-16 
  568       3.293717542996e-10       1.478531866791e-12       2.652347338946e-12       0.000000000000e+00       4.931787663391e-14       1.506942588841e-15      -1.727381839265e-16 
  569       3.284976653179e-10       1.507131958774e-12       2.762517505133e-12       0.000000000000e+00       4.900615627515e-14       1.528722061319e-15      -1.822234982685e-16 
  570       3.276033419577e-10       1.536287678539e-12       2.869432930863e-12       0.000000000000e+00       4.869693767053e-14       1.551005267520e-15      -1.916274666907e-16 
  571       3.266893222657e-10       1.565989943539e-12       2.973013462391e-12       0.000000000000e+00       4.839019233834e-14       1.573780047116e-15      -2.009503696547e-16 
  572       3.257561532364e-10       1.596229495659e-12       3.073178237068e-12       0.000000000000e+00       4.808589090327e-14       1.597034023259e-15      -2.101925052691e-16 
  573       3.248043908525e-10       1.626996900383e-12       3.169845680883e-12       0.000000000000e+00       4.778400309158e-14       1.620754601577e-15      -2.193541893901e-16 
  574       3.238346001247e-10       1.658282545970e-12       3.262933506004e-12       0.000000000000e+00       4.748449772630e-14       1.644928969162e-15      -2.284357557215e-16 
  575       3.228473551325e-10       1.690076642621e-12       3.352358708320e-12       0.000000000000e+00       4.718734272240e-14       1.669544093566e-15      -2.374375559156e-16 
  576       3.218432390647e-10       1.722369221651e-12       3.438037564989e-12       0.000000000000e+00       4.689250508205e-14       1.694586721793e-15      -2.463599596735e-16 
  577       3.208228442594e-10       1.755150134662e-12       3.519885631977e-12       0.000000000000e+00       4.659995088970e-14       1.720043379289e-15      -2.552033548455e-16 
  578       3.197867722448e-10       1.788409052714e-12       3.597817741601e-12       0.000000000000e+00       4.630964530739e-14       1.745900368940e-15      -2.639681475318e-16 
  579       3.187356337794e-10       1.822135465492e-12       3.671748000073e-12       0.000000000000e+00       4.602155256983e-14       1.772143770060e-15      -2.726547621828e-16 
  580       3.176700488922e-10       1.856318680483e-12       3.741589785045e-12       0.000000000000e+00       4.573563597968e-14       1.798759437384e-15      -2.812636416994e-16 
  581       3.165906469234e-10       1.890947822142e-12       3.807255743147e-12       0.000000000000e+00       4.545185790269e-14       1.825733000065e-15      -2.897952475339e-16 
  582       3.154980665648e-10       1.926011831066e-12       3.868657787534e-12       0.000000000000e+00       4.517017976291e-14       1.853049860661e-15      -2.982500597899e-16 
  583       3.143929299229e-10       1.961499329212e-12       3.925720914612e-12       0.000000000000e+00       4.489056783765e-14       1.880696970094e-15      -3.066283309001e-16 
  584       3.132757639159e-10       1.997398213530e-12       3.978425038392e-12       0.000000000000e+00       4.461301081134e-14       1.908668203270e-15      -3.149293396933e-16 
  585       3.121470769928e-10       2.033696050542e-12       4.026764196370e-12       0.000000000000e+00       4.433750265069e-14       1.936959115759e-15      -3.231521188913e-16 
  586       3.110073849643e-10       2.070380208500e-12       4.070732827326e-12       0.000000000000e+00       4.406403684185e-14       1.965565179607e-15      -3.312956998588e-16 
  587       3.098572110335e-10       2.107437856511e-12       4.110325773744e-12       0.000000000000e+00       4.379260638764e-14       1.994481782952e-15      -3.393591126174e-16 
  588       3.086970858279e-10       2.144855963661e-12       4.145538284219e-12       0.000000000000e+00       4.352320380477e-14       2.023704229645e-15      -3.473413858589e-16 
  589       3.075275474297e-10       2.182621298136e-12       4.176366015872e-12       0.000000000000e+00       4.325582112110e-14       2.053227738865e-15      -3.552415469594e-16 
  590       3.063491414079e-10       2.220720426351e-12       4.202805036768e-12       0.000000000000e+00       4.299044987286e-14       2.083047444742e-15      -3.630586219923e-16 
  591       3.051624208490e-10       2.259139712071e-12       4.224851828322e-12       0.000000000000e+00       4.272708110188e-14       2.113158395972e-15      -3.707916357426e-16 
  592       3.039679463882e-10       2.297865315532e-12       4.242503287719e-12       0.000000000000e+00       4.246570535281e-14       2.143555555439e-15      -3.784396117198e-16 
  593       3.027662862412e-10       2.336883192572e-12       4.255756730327e-12       0.000000000000e+00       4.220631267042e-14       2.174233799831e-15      -3.860015721720e-16 
  594       3.015580162348e-10       2.376179093748e-12       4.264609892105e-12       0.000000000000e+00       4.194889259675e-14       2.205187919257e-15      -3.934765380994e-16 
  595       3.003437198384e-10       2.415738563464e-12       4.269060932023e-12       0.000000000000e+00       4.169343416841e-14       2.236412616871e-15      -4.008635292678e-16 
  596       2.991239881954e-10       2.455546939093e-12       4.269108434472e-12       0.000000000000e+00       4.143992591376e-14       2.267902508487e-15      -4.081615642224e-16 
  597       2.978994201540e-10       2.495589350100e-12       4.264751411680e-12       0.000000000000e+00       4.118835585020e-14       2.299652122197e-15      -4.153696603012e-16 
  598       2.966706222991e-10       2.535850717171e-12       4.255989306123e-12       0.000000000000e+00       4.093871148137e-14       2.331655897992e-15      -4.224868336487e-16 
  599       2.954382089828e-10       2.576315751328e-12       4.242821992940e-12       0.000000000000e+00       4.069097979439e-14       2.363908187378e-15      -4.295120992297e-16 
  600       2.942028023560e-10       2.616968953064e-12       4.225249782346e-12       0.000000000000e+00       4.044514725710e-14       2.396403252997e-15      -4.364444708425e-16 
  601       2.929650323997e-10       2.657794611455e-12       4.203273422048e-12       0.000000000000e+00       4.020119981529e-14       2.429135268245e-15      -4.432829611331e-16 
  602       2.917255369563e-10       2.698776803295e-12       4.176894099654e-12       0.000000000000e+00       3.995912288994e-14       2.462098316888e-15      -4.500265816080e-16 
  603       2.904849617605e-10       2.739899392210e-12       4.146113445091e-12       0.000000000000e+00       3.971890137445e-14       2.495286392687e-15      -4.566743426488e-16 
  604       2.892439604706e-10       2.781146027791e-12       4.110933533014e-12       0.000000000000e+00       3.948051963188e-14       2.528693399007e-15      -4.632252535248e-16 
  605       2.880031947001e-10       2.822500144710e-12       4.071356885226e-12       0.000000000000e+00       3.924396149217e-14       2.562313148445e-15      -4.696783224076e-16 
  606       2.867633340486e-10       2.863944961848e-12       4.027386473086e-12       0.000000000000e+00       3.900921024940e-14       2.596139362444e-15      -4.760325563837e-16 
  607       2.855250561330e-10       2.905463481420e-12       3.979025719925e-12       0.000000000000e+00       3.877624865900e-14       2.630165670911e-15      -4.822869614692e-16 
  608       2.842890466192e-10       2.947038488095e-12       3.926278503457e-12       0.000000000000e+00       3.854505893500e-14       2.664385611838e-15      -4.884405426223e-16 
  609       2.830559992527e-10       2.988652548123e-12       3.869149158197e-12       0.000000000000e+00       3.831562274726e-14       2.698792630918e-15      -4.944923037578e-16 
  610       2.818266158902e-10       3.030288008458e-12       3.807642477872e-12       0.000000000000e+00       3.808792121870e-14       2.733380081167e-15      -5.004412477604e-16 
  611       2.806016065307e-10       3.071926995880e-12       3.741763717833e-12       0.000000000000e+00       3.786193492256e-14       2.768141222539e-15      -5.062863764980e-16 
  612       2.793816893471e-10       3.113551416123e-12       3.671518597474e-12       0.000000000000e+00       3.763764387957e-14       2.803069221547e-15      -5.120266908358e-16 
  613       2.781675907168e-10       3.155142952994e-12       3.596913302637e-12       0.000000000000e+00       3.741502755528e-14       2.838157150882e-15      -5.176611906498e-16 
  614       2.769600452535e-10       3.196683067502e-12       3.517954488035e-12       0.000000000000e+00       3.719406485721e-14       2.873397989027e-15      -5.231888748401e-16 
  615       2.757597958381e-10       3.238152996976e-12       3.434649279659e-12       0.000000000000e+00       3.697473413212e-14       2.908784619884e-15      -5.286087413448e-16 
  616       2.745675936502e-10       3.279533754196e-12       3.347005277194e-12       0.000000000000e+00       3.675701316326e-14       2.944309832383e-15      -5.339197871537e-16 
  617       2.733841981989e-10       3.320806126509e-12       3.255030556431e-12       0.000000000000e+00       3.654087916758e-14       2.979966320108e-15      -5.391210083215e-16 
  618       2.722103773545e-10       3.361950674960e-12       3.158733671685e-12       0.000000000000e+00       3.632630879296e-14       3.015746680913e-15      -5.442113999820e-16 
  619       2.710469073798e-10       3.402947733410e-12       3.058123658203e-12       0.000000000000e+00       3.611327811547e-14       3.051643416539e-15      -5.491899563611e-16 
  620       2.698945729606e-10       3.443777407665e-12       2.953210034580e-12       0.000000000000e+00       3.590176263659e-14       3.087648932236e-15      -5.540556707909e-16 
  621       2.687541672379e-10       3.484419574595e-12       2.844002805174e-12       0.000000000000e+00       3.569173728044e-14       3.123755536378e-15      -5.588075357229e-16 
  622       2.676264114763e-10       3.524855366105e-12       2.730519931807e-12       0.000000000000e+00       3.548318003340e-14       3.159954525066e-15      -5.634448658877e-16 
  623       2.665117119425e-10       3.565071660968e-12       2.612809936184e-12       0.000000000000e+00       3.527608296210e-14       3.196233413157e-15      -5.679682760579e-16 
  624       2.654103973938e-10       3.605056696484e-12       2.490929831716e-12       0.000000000000e+00       3.507044144804e-14       3.232578637615e-15      -5.723787262166e-16 
  625       2.643227989305e-10       3.644798592742e-12       2.364937706876e-12       0.000000000000e+00       3.486625056698e-14       3.268976465996e-15      -5.766772005981e-16 
  626       2.632492500026e-10       3.684285352209e-12       2.234892729927e-12       0.000000000000e+00       3.466350508730e-14       3.305412995783e-15      -5.808647078022e-16 
  627       2.621900864162e-10       3.723504859307e-12       2.100855153648e-12       0.000000000000e+00       3.446219946834e-14       3.341874153719e-15      -5.849422809070e-16 
  628       2.611456463396e-10       3.762444880004e-12       1.962886320059e-12       0.000000000000e+00       3.426232785876e-14       3.378345695145e-15      -5.889109775836e-16 
  629       2.601162703098e-10       3.801093061392e-12       1.821048665150e-12       0.000000000000e+00       3.406388409494e-14       3.414813203334e-15      -5.927718802090e-16 
  630       2.591023012387e-10       3.839436931274e-12       1.675405723606e-12       0.000000000000e+00       3.386686169932e-14       3.451262088826e-15      -5.965260959800e-16 
  631       2.581040844198e-10       3.877463897747e-12       1.526022133534e-12       0.000000000000e+00       3.367125387875e-14       3.487677588766e-15      -6.001747570273e-16 
  632       2.571219675340e-10       3.915161248785e-12       1.372963641189e-12       0.000000000000e+00       3.347705352286e-14       3.524044766233e-15      -6.037190205285e-16 
  633       2.561563006567e-10       3.952516151823e-12       1.216297105703e-12       0.000000000000e+00       3.328425320246e-14       3.560348509582e-15      -6.071600688221e-16 
  634       2.552074362632e-10       3.989515653340e-12       1.056090503809e-12       0.000000000000e+00       3.309284516784e-14       3.596573531775e-15      -6.104991095215e-16 
  635       2.542757292359e-10       4.026146678445e-12       8.924129345683e-13       0.000000000000e+00       3.290282134717e-14       3.632704369720e-15      -6.137373756279e-16 
  636       2.533615368703e-10       4.062396030457e-12       7.253346240979e-13       0.000000000000e+00       3.271417334486e-14       3.668725383600e-15      -6.168761256449e-16 
  637       2.524652188813e-10       4.098250390493e-12       5.549269302964e-13       0.000000000000e+00       3.252689243993e-14       3.704620756217e-15      -6.199166436916e-16 
  638       2.515871374096e-10       4.133696317049e-12       3.812623475707e-13       0.000000000000e+00       3.234096958433e-14       3.740374492318e-15      -6.228602396162e-16 
  639       2.507276570281e-10       4.168720245582e-12       2.044145115630e-13       0.000000000000e+00       3.215639540135e-14       3.775970417937e-15      -6.257082491101e-16 
  640       2.498871447481e-10       4.203308488099e-12       2.445820387698e-14       0.000000000000e+00       3.197316018399e-14       3.811392179728e-15      -6.284620338215e-16 
  641       2.490659700260e-10       4.237447232737e-12      -1.585306431954e-13       0.000000000000e+00       3.179125389327e-14       3.846623244299e-15      -6.311229814687e-16 
  642       2.482645047692e-10       4.271122543344e-12      -3.444749419472e-13       0.000000000000e+00       3.161066615663e-14       3.881646897550e-15      -6.336925059542e-16 
  643       2.474831233427e-10       4.304320359071e-12      -5.332964445301e-13       0.000000000000e+00       3.143138626628e-14       3.916446244005e-15      -6.361720474782e-16 
  644       2.467222025756e-10       4.337026493947e-12      -7.249157382276e-13       0.000000000000e+00       3.125340317757e-14       3.951004206150e-15      -6.385630726522e-16 
  645       2.459821217671e-10       4.369226636467e-12      -9.192522407285e-13       0.000000000000e+00       3.107670550736e-14       3.985303523768e-15      -6.408670746131e-16 
  646       2.452632626929e-10       4.400906349176e-12      -1.116224195400e-12       0.000000000000e+00       3.090128153236e-14       4.019326753271e-15      -6.430855731362e-16 
  647       2.445660096120e-10       4.432051068252e-12      -1.315748666562e-12       0.000000000000e+00       3.072711918751e-14       4.053056267040e-15      -6.452201147495e-16 
  648       2.438907492723e-10       4.462646103087e-12      -1.517741534759e-12       0.000000000000e+00       3.055420606434e-14       4.086474252756e-15      -6.472722728471e-16 
  649       2.432378709179e-10       4.492676635876e-12      -1.722117492035e-12       0.000000000000e+00       3.038252940931e-14       4.119562712740e-15      -6.492436478028e-16 
  650       2.426077662943e-10       4.522127721197e-12      -1.928790037205e-12       0.000000000000e+00       3.021207612223e-14       4.152303463283e-15      -6.511358670842e-16 
  651       2.420008296559e-10       4.550984285593e-12      -2.137671471131e-12       0.000000000000e+00       3.004283275456e-14       4.184678133984e-15      -6.529505853656e-16 
  652       2.414174577715e-10       4.579231127163e-12      -2.348672891993e-12       0.000000000000e+00       2.987478550779e-14       4.216668167085e-15      -6.546894846426e-16 
  653       2.408580499310e-10       4.606852915136e-12      -2.561704190564e-12       0.000000000000e+00       2.970792023185e-14       4.248254816808e-15      -6.563542743453e-16 
  654       2.403230079518e-10       4.633834189463e-12      -2.776674045482e-12       0.000000000000e+00       2.954222242338e-14       4.279419148687e-15      -6.579466914518e-16 
  655       2.398127361851e-10       4.660159360396e-12      -2.993489918525e-12       0.000000000000e+00       2.937767722419e-14       4.310142038903e-15      -6.594685006022e-16 
  656       2.393276415221e-10       4.685812708073e-12      -3.212058049883e-12       0.000000000000e+00       2.921426941956e-14       4.340404173625e-15      -6.609214942124e-16 
  657       2.388681334006e-10       4.710778382100e-12      -3.432283453431e-12       0.000000000000e+00       2.905198343662e-14       4.370186048337e-15      -6.623074925874e-16 
  658       2.384346238110e-10       4.735040401141e-12      -3.654069912004e-12       0.000000000000e+00       2.889080334273e-14       4.399467967180e-15      -6.636283440351e-16 
  659       2.380275273031e-10       4.758582652491e-12      -3.877319972670e-12       0.000000000000e+00       2.873071284380e-14       4.428230042285e-15      -6.648859249802e-16 
  660       2.376472609921e-10       4.781388891671e-12      -4.101934942003e-12       0.000000000000e+00       2.857169528270e-14       4.456452193106e-15      -6.660821400776e-16 
  661       2.372941647744e-10       4.803445002756e-12      -4.327818113486e-12       0.000000000000e+00       2.841373597926e-14       4.484118649493e-15      -6.672184670367e-16 
  662       2.369682600308e-10       4.824745834952e-12      -4.554884537417e-12       0.000000000000e+00       2.825682931028e-14       4.511231571248e-15      -6.682945798457e-16 
  663       2.366694856145e-10       4.845288515955e-12      -4.783051457097e-12       0.000000000000e+00       2.810097178242e-14       4.537797727586e-15      -6.693096954116e-16 
  664       2.363977771451e-10       4.865070205056e-12      -5.012235092378e-12       0.000000000000e+00       2.794615970366e-14       4.563824021170e-15      -6.702630260897e-16 
  665       2.361530669926e-10       4.884088093342e-12      -5.242350635819e-12       0.000000000000e+00       2.779238918233e-14       4.589317488673e-15      -6.711537796726e-16 
  666       2.359352842623e-10       4.902339403901e-12      -5.473312248849e-12       0.000000000000e+00       2.763965612610e-14       4.614285301355e-15      -6.719811593790e-16 
  667       2.357443547786e-10       4.919821392026e-12      -5.705033057923e-12       0.000000000000e+00       2.748795624100e-14       4.638734765630e-15      -6.727443638424e-16 
  668       2.355802010703e-10       4.936531345415e-12      -5.937425150686e-12       0.000000000000e+00       2.733728503039e-14       4.662673323639e-15      -6.734425871000e-16 
  669       2.354427423544e-10       4.952466584382e-12      -6.170399572130e-12       0.000000000000e+00       2.718763779400e-14       4.686108553815e-15      -6.740750185813e-16 
  670       2.353318945208e-10       4.967624462052e-12      -6.403866320753e-12       0.000000000000e+00       2.703900962693e-14       4.709048171461e-15      -6.746408430975e-16 
  671       2.352475701170e-10       4.982002364571e-12      -6.637734344722e-12       0.000000000000e+00       2.689139541863e-14       4.731500029313e-15      -6.751392408298e-16 
  672       2.351896783321e-10       4.995597711307e-12      -6.871911538030e-12       0.000000000000e+00       2.674478985193e-14       4.753472118115e-15      -6.755693873182e-16 
  673       2.351581249818e-10       5.008407955054e-12      -7.106304736655e-12       0.000000000000e+00       2.659918740205e-14       4.774972567188e-15      -6.759304534509e-16 
  674       2.351528124922e-10       5.020430582237e-12      -7.340819714726e-12       0.000000000000e+00       2.645458233558e-14       4.796009644999e-15      -6.762216054524e-16 
  675       2.351736398851e-10       5.031663113113e-12      -7.575361180672e-12       0.000000000000e+00       2.631096870948e-14       4.816591759734e-15      -6.764420048728e-16 
  676       2.352205027618e-10       5.042103101977e-12      -7.809832773392e-12       0.000000000000e+00       2.616834037013e-14       4.836727459866e-15      -6.765908085765e-16 
  677       2.352932932877e-10       5.051748137365e-12      -8.044137058410e-12       0.000000000000e+00       2.602669095229e-14       4.856425434727e-15      -6.766671687310e-16 
  678       2.353919001771e-10       5.060595842257e-12      -8.278175524034e-12       0.000000000000e+00       2.588601387813e-14       4.875694515076e-15      -6.766702327959e-16 
  679       2.355162086773e-10       5.068643874283e-12      -8.511848577518e-12       0.000000000000e+00       2.574630235622e-14       4.894543673671e-15      -6.765991435112e-16 
  680       2.356661005533e-10       5.075889925921e-12      -8.745055541220e-12       0.000000000000e+00       2.560754938055e-14       4.912982025842e-15      -6.764530388869e-16 
  681       2.358414540720e-10       5.082331724708e-12      -8.977694648764e-12       0.000000000000e+00       2.546974772949e-14       4.931018830055e-15      -6.762310521912e-16 
  682       2.360421439870e-10       5.087967033440e-12      -9.209663041197e-12       0.000000000000e+00       2.533288996489e-14       4.948663488487e-15      -6.759323119395e-16 
  683       2.362680415229e-10       5.092793650375e-12      -9.440856763150e-12       0.000000000000e+00       2.519696843097e-14       4.965925547597e-15      -6.755559418836e-16 
  684       2.365190143597e-10       5.096809409436e-12      -9.671170758999e-12       0.000000000000e+00       2.506197525341e-14       4.982814698691e-15      -6.751010609998e-16 
  685       2.367949266173e-10       5.100012180419e-12      -9.900498869021e-12       0.000000000000e+00       2.492790233831e-14       4.999340778499e-15      -6.745667834784e-16 
  686       2.370956388403e-10       5.102399869193e-12      -1.012873382556e-11       0.000000000000e+00       2.479474137123e-14       5.015513769741e-15      -6.739522187121e-16 
  687       2.374210079818e-10       5.103970417904e-12      -1.035576724918e-11       0.000000000000e+00       2.466248381615e-14       5.031343801697e-15      -6.732564712850e-16 
  688       2.377708873886e-10       5.104721805179e-12      -1.058148964483e-11       0.000000000000e+00       2.453112091451e-14       5.046841150782e-15      -6.724786409617e-16 
  689       2.381451267851e-10       5.104652046332e-12      -1.080579039800e-11       0.000000000000e+00       2.440064368421e-14       5.062016241110e-15      -6.716178226753e-16 
  690       2.385435722581e-10       5.103759193562e-12      -1.102855777087e-11       0.000000000000e+00       2.427104291859e-14       5.076879645069e-15      -6.706731065172e-16 
  691       2.389660662411e-10       5.102041336163e-12      -1.124967889852e-11       0.000000000000e+00       2.414230918548e-14       5.091442083890e-15      -6.696435777253e-16 
