#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_scf             19:theta_scf             20:omega_scf             21:delta0_scf            22:delta1_scf         
       2.177422771586e-02       4.697918853135e-08      -1.580382995515e-08      -2.867556744672e-15       1.153591724451e-15       2.883979311128e-15       2.859535819156e-26       5.767958622255e-16      -1.185287246636e-08      -2.867556744631e-15       6.011210792929e-01       6.994395999952e-01      -1.580382994905e-08      -4.246689492866e-15       1.900004496959e-09      -1.185287247587e-08       0.000000000000e+00      -1.155720836149e-14      -2.516545256758e-20       1.481725623303e-06      -1.155720836149e-14      -2.167201022900e-11 
       2.245511963530e-02       4.844826272965e-08      -1.680766866896e-08      -3.145062446185e-15       1.265232147845e-15       3.163080369613e-15       3.335485235884e-26       6.326160739226e-16      -1.260575150172e-08      -3.145062446132e-15       6.011210059378e-01       6.994394734873e-01      -1.680766866155e-08      -4.657664268465e-15       2.020690394438e-09      -1.260575151328e-08       0.000000000000e+00      -1.390235978136e-14      -3.121855813986e-20       1.481725036178e-06      -1.390235978136e-14      -2.451260028101e-11 
       2.313601155475e-02       4.991733751065e-08      -1.784241453900e-08      -3.439917801858e-15       1.383852497465e-15       3.459631243663e-15       3.872799511487e-26       6.919262487325e-16      -1.338181090425e-08      -3.439917801793e-15       6.011209445046e-01       6.994393622792e-01      -1.784241453015e-08      -5.094333758604e-15       2.145092144746e-09      -1.338181091805e-08       0.000000000000e+00      -1.663135037585e-14      -3.847907014747e-20       1.481724447834e-06      -1.663135037585e-14      -2.762369176334e-11 
       2.425338956134e-02       5.232816464124e-08      -1.960746200061e-08      -3.962771470846e-15       1.594197011663e-15       3.985492529157e-15       4.902813609815e-26       7.970985058314e-16      -1.470559650045e-08      -3.962771470756e-15       6.011208615849e-01       6.994392017508e-01      -1.960746198911e-08      -5.868661382873e-15       2.357294106458e-09      -1.470559651838e-08       0.000000000000e+00      -2.207150611402e-14      -5.353184926867e-20       1.481723479496e-06      -2.207150611402e-14      -3.335934267700e-11 
       2.537076756793e-02       5.473899335041e-08      -2.145574373078e-08      -4.536089781859e-15       1.824844243579e-15       4.562110608947e-15       6.141179648834e-26       9.124221217895e-16      -1.609180779809e-08      -4.536089781738e-15       6.011207888662e-01       6.994390545059e-01      -2.145574371625e-08      -6.717727193654e-15       2.579502954952e-09      -1.609180782076e-08       0.000000000000e+00      -2.892010483025e-14      -7.337371792462e-20       1.481722507330e-06      -2.892010483025e-14      -3.994497795508e-11 
       2.648814557452e-02       5.714982364470e-08      -2.338725964401e-08      -5.162197352951e-15       2.076729636154e-15       5.191824090385e-15       7.618020498098e-26       1.038364818077e-15      -1.754044473301e-08      -5.162197352793e-15       6.011207170671e-01       6.994389099718e-01      -2.338725962600e-08      -7.644974210836e-15       2.811718678541e-09      -1.754044476109e-08       0.000000000000e+00      -3.745490548738e-14      -9.921248834244e-20       1.481721530977e-06      -3.745490548738e-14      -4.746069244450e-11 
       2.760552358111e-02       5.956065553122e-08      -2.540200966730e-08      -5.843419041650e-15       2.350788526727e-15       5.876971316816e-15       9.366231495816e-26       1.175394263363e-15      -1.905150725047e-08      -5.843419041446e-15       6.011206521478e-01       6.994387753346e-01      -2.540200964535e-08      -8.653845833219e-15       3.053941312731e-09      -1.905150728470e-08       0.000000000000e+00      -4.799287755665e-14      -1.324883384822e-19       1.481720550059e-06      -4.799287755665e-14      -5.599019659707e-11 
       2.872290158770e-02       6.197148901773e-08      -2.749999372432e-08      -6.582079720417e-15       2.647956258571e-15       6.619890646428e-15       1.142160289156e-25       1.323978129286e-15      -2.062499529324e-08      -6.582079720160e-15       6.011205977287e-01       6.994386540918e-01      -2.749999369793e-08      -9.747785509021e-15       3.306170869429e-09      -2.062499533441e-08       0.000000000000e+00      -6.089372099837e-14      -1.749058342666e-19       1.481719564183e-06      -6.089372099837e-14      -6.562080815107e-11 
       2.984027959429e-02       6.438232411261e-08      -2.968121174275e-08      -7.380504121784e-15       2.969168307718e-15       7.422920769296e-15       1.382294256899e-25       1.484584153859e-15      -2.226090880706e-08      -7.380504121463e-15       6.011205452737e-01       6.994385351059e-01      -2.968121171135e-08      -1.093023650274e-14       3.568407318119e-09      -2.226090885602e-08       0.000000000000e+00      -7.656355135224e-14      -2.284687648633e-19       1.481718572941e-06      -7.656355135224e-14      -7.644344848982e-11 
       3.095765760088e-02       6.679316082496e-08      -3.194566364772e-08      -8.241016889678e-15       3.315359963560e-15       8.288399908901e-15       1.661219680490e-25       1.657679981780e-15      -2.395924773579e-08      -8.241016889283e-15       6.011205030802e-01       6.994384273513e-01      -3.194566361073e-08      -1.220464196659e-14       3.840650629175e-09      -2.395924779347e-08       0.000000000000e+00      -9.545873437543e-14      -2.955179369555e-19       1.481717575905e-06      -9.545873437543e-14      -8.855264678160e-11 
       3.266721337645e-02       7.048167386551e-08      -3.557129898462e-08      -9.683035527843e-15       3.895498756534e-15       9.738746891336e-15       2.173441105009e-25       1.947749378267e-15      -2.667847423847e-08      -9.683035527311e-15       6.011204415586e-01       6.994382649882e-01      -3.557129893782e-08      -1.434025419017e-14       4.276542140028e-09      -2.667847431145e-08       0.000000000000e+00      -1.317905307040e-13      -4.305195027961e-19       1.481716038249e-06      -1.317905307040e-13      -1.097939434411e-10 
       3.437676915202e-02       7.417019075372e-08      -3.939176866157e-08      -1.128415837355e-14       4.539649770769e-15       1.134912442692e-14       2.804875105160e-25       2.269824885384e-15      -2.954382649617e-08      -1.128415837285e-14       6.011203894314e-01       6.994381134778e-01      -3.939176860329e-08      -1.671150581630e-14       4.735857851209e-09      -2.954382658705e-08       0.000000000000e+00      -1.789812171100e-13      -6.152687470744e-19       1.481714484341e-06      -1.789812171100e-13      -1.346453378254e-10 
       3.608632492759e-02       7.785871153218e-08      -4.340707241163e-08      -1.305271090009e-14       5.251163104529e-15       1.312790776132e-14       3.575216285564e-25       2.625581552264e-15      -3.255530430872e-08      -1.305271089917e-14       6.011203398727e-01       6.994379651667e-01      -4.340707234003e-08      -1.933072844758e-14       5.218597782763e-09      -3.255530442038e-08       0.000000000000e+00      -2.394854621154e-13      -8.641907379251e-19       1.481712912437e-06      -2.394854621154e-13      -1.634944463879e-10 
       3.779588070315e-02       8.154723624797e-08      -4.761720998212e-08      -1.499701844017e-14       6.033388762488e-15       1.508347190622e-14       4.506217924784e-25       3.016694381244e-15      -3.571290748659e-08      -1.499701843900e-14       6.011202940607e-01       6.994378203769e-01      -4.761720989515e-08      -2.221025360924e-14       5.724761890317e-09      -3.571290762220e-08       0.000000000000e+00      -3.161526967838e-13      -1.194879779380e-18       1.481711320706e-06      -3.161526967838e-13      -1.967486649608e-10 
       3.950543647872e-02       8.523576495284e-08      -5.202218111263e-08      -1.712540617797e-14       6.889676726766e-15       1.722419181692e-14       5.621794393605e-25       3.444838363383e-15      -3.901663583447e-08      -1.712540617649e-14       6.011202536841e-01       6.994376802463e-01      -5.202218100808e-08      -2.536241272469e-14       6.254350116990e-09      -3.901663599752e-08       0.000000000000e+00      -4.122674569875e-13      -1.628595427043e-18       1.481709707226e-06      -4.122674569875e-13      -2.348351799518e-10 
       4.121499225429e-02       8.892429770340e-08      -5.662198552638e-08      -1.944619920728e-14       7.823377112495e-15       1.955844278124e-14       6.948123675933e-25       3.911688556248e-15      -4.246648914478e-08      -1.944619920544e-14       6.011202149753e-01       6.994375405646e-01      -5.662198540179e-08      -2.879953719845e-14       6.807362446838e-09      -4.246648933906e-08       0.000000000000e+00      -5.315916100311e-13      -2.190807914692e-18       1.481708069991e-06      -5.315916100311e-13      -2.782009792513e-10 
       4.292454802986e-02       9.261283456140e-08      -6.141662295181e-08      -2.196772255943e-14       8.837840064927e-15       2.209460016232e-14       8.513749711032e-25       4.418920032464e-15      -4.606246721386e-08      -2.196772255714e-14       6.011201746160e-01       6.994373980198e-01      -6.141662280454e-08      -3.253395846587e-14       7.383798894505e-09      -4.606246744350e-08       0.000000000000e+00      -6.784085899036e-13      -2.911795183556e-18       1.481706406903e-06      -6.784085899036e-13      -3.273128551658e-10 
       4.527684592434e-02       9.768815839672e-08      -6.833238123281e-08      -2.578069756549e-14       1.037189022220e-14       2.592972555549e-14       1.111665540306e-24       5.185945111098e-15      -5.124928592461e-08      -2.578069756248e-14       6.011201216779e-01       6.994372034502e-01      -6.833238104958e-08      -3.818106549870e-14       8.215248104948e-09      -5.124928621033e-08       0.000000000000e+00      -9.343951859433e-13      -4.230176942252e-18       1.481704072250e-06      -9.343951859433e-13      -4.051805771331e-10 
       4.762914381883e-02       1.027634903284e-07      -7.561701447636e-08      -3.001116282947e-14       1.207391768319e-14       3.018479420798e-14       1.432050360100e-24       6.036958841595e-15      -5.671276085727e-08      -3.001116282555e-14       6.011200655568e-01       6.994370034082e-01      -7.561701425109e-08      -4.444651463059e-14       9.091046014055e-09      -5.671276120853e-08       0.000000000000e+00      -1.266280666074e-12      -6.030318861018e-18       1.481701678543e-06      -1.266280666074e-12      -4.961803606298e-10 
       4.998144171331e-02       1.078388305694e-07      -8.327052193233e-08      -3.468080515393e-14       1.395264975861e-14       3.488162439652e-14       1.822382008034e-24       6.976324879304e-15      -6.245289144925e-08      -3.468080514892e-14       6.011200082054e-01       6.994367997688e-01      -8.327052165833e-08      -5.136243056580e-14       1.001119255711e-08      -6.245289187651e-08       0.000000000000e+00      -1.691098256840e-12      -8.450817808302e-18       1.481699219507e-06      -1.691098256840e-12      -6.017122764249e-10 
       5.233373960780e-02       1.129141793547e-07      -9.129290278822e-08      -3.981131099114e-14       1.601681380511e-14       4.004203451277e-14       2.293535565660e-24       8.008406902553e-15      -6.846967709117e-08      -3.981131098480e-14       6.011199501746e-01       6.994365930172e-01      -9.129290245809e-08      -5.896093792418e-14       1.097568767468e-08      -6.846967760595e-08       0.000000000000e+00      -2.228604550355e-12      -1.166049968819e-17       1.481696688558e-06      -2.228604550355e-12      -7.232475455657e-10 
       5.468603750228e-02       1.179895369424e-07      -9.968415623844e-08      -4.542436646123e-14       1.827513794297e-14       4.568784485743e-14       2.857459241348e-24       9.137568971487e-15      -7.476311717883e-08      -4.542436645330e-14       6.011198814306e-01       6.994363717222e-01      -9.968415584407e-08      -6.727416127511e-14       1.198453133919e-08      -7.476311779376e-08       0.000000000000e+00      -2.901557694826e-12      -1.586311978949e-17       1.481694078802e-06      -2.901557694826e-12      -8.623285958242e-10 
       5.703833539677e-02       1.230649036147e-07      -1.084442814885e-07      -5.154165735442e-14       2.073634925421e-14       5.184087313552e-14       3.527224625361e-24       1.036817462710e-14      -8.133321111640e-08      -5.154165734459e-14       6.011198089933e-01       6.994361441496e-01      -1.084442810211e-07      -7.633422515090e-14       1.303772353145e-08      -8.133321184528e-08       0.000000000000e+00      -3.736008977590e-12      -2.130252909018e-17       1.481691383036e-06      -3.736008977590e-12      -1.020569127675e-09 
       5.939063329125e-02       1.281402796790e-07      -1.175732776784e-07      -5.818486912077e-14       2.340917536053e-14       5.852293840134e-14       4.317077421476e-24       1.170458768027e-14      -8.817995825878e-08      -5.818486910869e-14       6.011197316708e-01       6.994359088273e-01      -1.175732771282e-07      -8.617325403241e-14       1.413526420614e-08      -8.817995911661e-08       0.000000000000e+00      -4.761608529842e-12      -2.826832911933e-17       1.481688593755e-06      -4.761608529842e-12      -1.199654203219e-09 
       6.262642475391e-02       1.351219192617e-07      -1.307337120420e-07      -6.822236483087e-14       2.744768809589e-14       6.861922023972e-14       5.628462380476e-24       1.372384404794e-14      -9.805028403146e-08      -6.822236481507e-14       6.011196094014e-01       6.994355630572e-01      -1.307337113608e-07      -1.010395204860e-13       1.571748889822e-08      -9.805028509352e-08       0.000000000000e+00      -6.547179634999e-12      -4.098221665433e-17       1.481684589646e-06      -6.547179634999e-12      -1.483301272812e-09 
       6.586221621658e-02       1.421035782050e-07      -1.445921348078e-07      -7.935250687952e-14       3.192586012382e-14       7.981465030956e-14       7.240774478718e-24       1.596293006191e-14      -1.084441011059e-07      -7.935250685914e-14       6.011194717223e-01       6.994351948213e-01      -1.445921339738e-07      -1.175241812252e-13       1.738363133089e-08      -1.084441024064e-07       0.000000000000e+00      -8.859313327352e-12      -5.831323688956e-17       1.481680372507e-06      -8.859313327352e-12      -1.814518587904e-09 
       6.909800767924e-02       1.490852575650e-07      -1.591485433837e-07      -9.163173801289e-14       3.686641019955e-14       9.216602549889e-14       9.203068151426e-24       1.843320509978e-14      -1.193614075378e-07      -9.163173798692e-14       6.011193123068e-01       6.994347965862e-01      -1.591485423724e-07      -1.357108537675e-13       1.913369136240e-08      -1.193614091146e-07       0.000000000000e+00      -1.181572515693e-11      -8.158221060556e-17       1.481675920025e-06      -1.181572515693e-11      -2.198356516737e-09 
       7.233379914190e-02       1.560669585052e-07      -1.744029351243e-07      -1.051164997229e-13       4.229205694932e-14       1.057301423733e-13       1.156946106898e-23       2.114602847466e-14      -1.308022013433e-07      -1.051164996902e-13       6.011191290592e-01       6.994343658043e-01      -1.744029339091e-07      -1.556831553795e-13       2.096766887485e-08      -1.308022032381e-07       0.000000000000e+00      -1.555295722154e-11      -1.123966733180e-16       1.481671208847e-06      -1.555295722154e-11      -2.640123039431e-09 
       7.556959060457e-02       1.630486823020e-07      -1.903553071193e-07      -1.198632322338e-13       4.822551826625e-14       1.205637956656e-13       1.439938280365e-23       2.411275913312e-14      -1.427664803395e-07      -1.198632321930e-13       6.011189252494e-01       6.994339059418e-01      -1.903553056708e-07      -1.775247030662e-13       2.288556371078e-08      -1.427664825979e-07       0.000000000000e+00      -2.022833174424e-11      -1.526953440314e-16       1.481666214604e-06      -2.022833174424e-11      -3.145384602858e-09 
       7.880538206723e-02       1.700304303485e-07      -2.070056561132e-07      -1.359283744759e-13       5.468951413467e-14       1.367237853367e-13       1.775782453101e-23       2.734475706733e-14      -1.552542420849e-07      -1.359283744255e-13       6.011186938052e-01       6.994334083261e-01      -2.070056543995e-07      -2.013191135279e-13       2.488737565425e-08      -1.552542447568e-07       0.000000000000e+00      -2.602201202271e-11      -2.047970266407e-16       1.481660911934e-06      -2.602201202271e-11      -3.719967070538e-09 
       8.204117352989e-02       1.770122041600e-07      -2.243539786844e-07      -1.533683640613e-13       6.170676433496e-14       1.542669108374e-13       2.171558739923e-23       3.085338216748e-14      -1.682654840133e-07      -1.533683639996e-13       6.011184318283e-01       6.994328691290e-01      -2.243539766707e-07      -2.271500031182e-13       2.697310447904e-08      -1.682654871529e-07       0.000000000000e+00      -3.313917921179e-11      -2.714541645218e-16       1.481655274508e-06      -3.313917921179e-11      -4.369956798537e-09 
       8.637204954491e-02       1.863568534893e-07      -2.486657302784e-07      -1.789603387462e-13       7.200421039172e-14       1.800105259793e-13       2.808542612151e-23       3.600210519586e-14      -1.864992977088e-07      -1.789603386663e-13       6.011180353553e-01       6.994320838720e-01      -2.486657278037e-07      -2.650553251446e-13       2.989602567340e-08      -1.864993015671e-07       0.000000000000e+00      -4.514539425415e-11      -3.891786205439e-16       1.481647157754e-06      -4.514539425415e-11      -5.369020969503e-09 
       9.070292555994e-02       1.957015562335e-07      -2.742278101294e-07      -2.072516128966e-13       8.338792760379e-14       2.084698190095e-13       3.586940116801e-23       4.169396380189e-14      -2.056708575970e-07      -2.072516127945e-13       6.011175738338e-01       6.994312103579e-01      -2.742278071189e-07      -3.069590477842e-13       3.296927387632e-08      -2.056708622907e-07       0.000000000000e+00      -6.058459493472e-11      -5.482247522901e-16       1.481638324536e-06      -6.058459493472e-11      -6.530531153544e-09 
       9.503380157496e-02       2.050463171331e-07      -3.010402081435e-07      -2.383774927668e-13       9.591239374136e-14       2.397809843534e-13       4.529091177458e-23       4.795619687068e-14      -2.257801561076e-07      -2.383774926377e-13       6.011170407987e-01       6.994302399650e-01      -3.010402045146e-07      -3.530616505297e-13       3.619284844941e-08      -2.257801617652e-07       0.000000000000e+00      -8.020541530716e-11      -7.600476234384e-16       1.481628704309e-06      -8.020541530716e-11      -7.871297958395e-09 
       9.936467758998e-02       2.143911413819e-07      -3.291029129128e-07      -2.724732801016e-13       1.096320848192e-13       2.740802120479e-13       5.659573871424e-23       5.481604240959e-14      -2.468271846846e-07      -2.724732799402e-13       6.011164378817e-01       6.994291731704e-01      -3.291029085751e-07      -4.035636114192e-13       3.956674858999e-08      -2.468271914473e-07       0.000000000000e+00      -1.048750227110e-10      -1.038520971747e-15       1.481618224037e-06      -1.048750227110e-10      -9.408992163279e-09 
       1.036955536050e-01       2.237360346413e-07      -3.584159120276e-07      -3.096742719993e-13       1.246014856296e-13       3.115037140739e-13       7.005311974812e-23       6.230074281479e-14      -2.688119340207e-07      -3.096742717994e-13       6.011157495165e-01       6.994279904854e-01      -3.584159068819e-07      -4.586654068312e-13       4.309097339466e-08      -2.688119420428e-07       0.000000000000e+00      -1.355919506197e-10      -1.400305042038e-15       1.481606808435e-06      -1.355919506197e-10      -1.116215415133e-08 
       1.080264296200e-01       2.330810030546e-07      -3.889791924061e-07      -3.501157608086e-13       1.408750779669e-13       3.521876949172e-13       8.595681467925e-23       7.043753898345e-14      -2.917343943046e-07      -3.501157605632e-13       6.011149729022e-01       6.994266872522e-01      -3.889791863446e-07      -5.185675113445e-13       4.676552194772e-08      -2.917344037542e-07       0.000000000000e+00      -1.734998892342e-10      -1.865251262484e-15       1.481594380234e-06      -1.734998892342e-10      -1.315020417343e-08 
       1.123573056351e-01       2.424260532582e-07      -4.207927399928e-07      -3.939330340487e-13       1.585073494168e-13       3.962683735421e-13       1.046261809774e-22       7.925367470842e-14      -3.155945549946e-07      -3.939330337498e-13       6.011140983800e-01       6.994252509042e-01      -4.207927328986e-07      -5.834703976520e-13       5.059039329661e-08      -3.155945660542e-07       0.000000000000e+00      -2.199025487496e-10      -2.456846037260e-15       1.481580860484e-06      -2.199025487496e-10      -1.539345438999e-08 
       1.178406633265e-01       2.542580266070e-07      -4.628657036968e-07      -4.544645259985e-13       1.828659286294e-13       4.571648215734e-13       1.327744548108e-22       9.143296431468e-14      -3.471492777726e-07      -4.544645256191e-13       6.011128482724e-01       6.994232360081e-01      -4.628656951120e-07      -6.731315407929e-13       5.564874092801e-08      -3.471492911556e-07       0.000000000000e+00      -2.931707856730e-10      -3.431146186958e-15       1.481562051627e-06      -2.931707856730e-10      -1.863299068168e-08 
