# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# All scalar field variables are dimensionless. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:Omega_phi_scf         18:theta_phi_scf         19:y_phi_scf             20:gr.fac. D             21:gr.fac. f          
       1.748366037451e+13       2.472698144376e-24       2.650995156728e-08       6.595151499427e+20       1.416504186388e+04       8.101874298889e-10       2.476567811388e+17       1.530548013113e-08       2.571038134502e+41       1.310115551362e+31       2.713835585959e+28       3.492912981895e-08       1.778564195406e+41       4.349602330039e+41       1.259278054663e+11      -1.259278054663e+11      -7.031709862810e+01       9.485756317462e-15       4.742878158719e-14       1.756932915355e-16       1.999999999979e+00 
       1.736212549604e+13       2.507437080606e-24       2.669548848644e-08       6.503779895673e+20       1.416504186388e+04       8.158587418982e-10       2.459352344973e+17       1.541261849204e-08       2.500291451763e+41       1.282983851785e+31       2.657633694650e+28       3.492912981895e-08       1.729623841245e+41       4.229915293137e+41       1.259278054663e+11      -1.259278054663e+11      -7.028919617315e+01       9.619021707965e-15       4.809510853970e-14       1.781616065883e-16       1.999999999979e+00 
       1.724143544790e+13       2.542664064152e-24       2.688284439500e-08       6.413674187021e+20       1.416504186388e+04       8.215697530914e-10       2.442256549129e+17       1.552050682149e-08       2.431491489709e+41       1.256414033273e+31       2.602595710470e+28       3.492912981895e-08       1.682030167891e+41       4.113521657725e+41       1.259278054663e+11      -1.259278054663e+11      -7.026129371821e+01       9.754159343939e-15       4.877079671957e-14       1.806645989992e-16       1.999999999979e+00 
       1.712158435740e+13       2.578385951589e-24       2.707020030357e-08       6.324816835302e+20       1.416504186388e+04       8.273207413631e-10       2.425279591985e+17       1.562915036923e-08       2.364584680861e+41       1.230394459611e+31       2.548697529608e+28       3.492912981895e-08       1.635746119028e+41       4.000330800012e+41       1.259278054663e+11      -1.259278054663e+11      -7.023339126326e+01       9.891195528562e-15       4.945597764268e-14       1.832027559505e-16       1.999999999978e+00 
       1.700256639265e+13       2.614609695822e-24       2.725937520154e-08       6.237190545331e+20       1.416504186388e+04       8.331119865526e-10       2.408420647453e+17       1.573855442182e-08       2.299518931745e+41       1.204913735559e+31       2.495915547428e+28       3.492912981895e-08       1.590735658012e+41       3.890254589877e+41       1.259278054663e+11      -1.259278054663e+11      -7.020548880832e+01       1.003015693454e-14       5.015078467258e-14       1.857765714688e-16       1.999999999978e+00 
       1.688437576232e+13       2.651342347439e-24       2.745036908891e-08       6.150778261536e+20       1.416504186388e+04       8.389437704585e-10       2.391678895187e+17       1.584872430277e-08       2.236243582331e+41       1.179960701870e+31       2.444226648130e+28       3.492912981895e-08       1.546963739809e+41       3.783207322258e+41       1.259278054663e+11      -1.259278054663e+11      -7.017758635337e+01       1.017107060931e-14       5.085535304644e-14       1.883865465214e-16       1.999999999978e+00 
       1.676700671531e+13       2.688591056078e-24       2.764318196569e-08       6.065563164637e+20       1.416504186388e+04       8.448163768517e-10       2.375053520543e+17       1.595966537288e-08       2.174709366590e+41       1.155524430396e+31       2.393608194631e+28       3.492912981895e-08       1.504396283714e+41       3.679105650420e+41       1.259278054663e+11      -1.259278054663e+11      -7.014968389843e+01       1.031396398030e-14       5.156981990138e-14       1.910331891134e-16       1.999999999978e+00 
       1.665045354053e+13       2.726363071824e-24       2.783599484246e-08       5.981528668375e+20       1.416504186388e+04       8.507300914896e-10       2.358543714541e+17       1.607138303049e-08       2.114868374135e+41       1.131594219304e+31       2.344038018645e+28       3.492912981895e-08       1.463000146811e+41       3.577868521059e+41       1.259278054663e+11      -1.259278054663e+11      -7.012178144348e+01       1.045886486026e-14       5.229432430117e-14       1.937170143872e-16       1.999999999978e+00 
       1.653471056656e+13       2.764665746620e-24       2.803062670864e-08       5.898658416285e+20       1.416504186388e+04       8.566852021300e-10       2.342148673824e+17       1.618388271170e-08       2.056674012919e+41       1.108159588389e+31       2.295494410982e+28       3.492912981895e-08       1.422743098172e+41       3.479417111202e+41       1.259278054663e+11      -1.259278054663e+11      -7.009387898853e+01       1.060580145268e-14       5.302900726327e-14       1.964385447223e-16       1.999999999978e+00 
       1.641977216143e+13       2.803506535694e-24       2.822707756422e-08       5.816936278509e+20       1.416504186388e+04       8.626819985449e-10       2.325867600620e+17       1.629716989068e-08       2.000080972957e+41       1.085210274487e+31       2.247956112032e+28       3.492912981895e-08       1.383593793758e+41       3.383674766824e+41       1.259278054663e+11      -1.259278054663e+11      -7.006597653359e+01       1.075480235729e-14       5.377401178631e-14       1.991983098371e-16       1.999999999978e+00 
       1.630563273230e+13       2.842892999014e-24       2.842534740921e-08       5.736346348658e+20       1.416504186388e+04       8.687207725347e-10       2.309699702701e+17       1.641125007992e-08       1.945045191049e+41       1.062736226977e+31       2.201402302460e+28       3.492912981895e-08       1.345521752020e+41       3.290566943176e+41       1.259278054663e+11      -1.259278054663e+11      -7.003807407864e+01       1.090589657561e-14       5.452948287789e-14       2.019968468920e-16       1.999999999977e+00 
       1.619228672523e+13       2.882832802757e-24       2.862361725420e-08       5.656872940714e+20       1.416504186388e+04       8.748018179425e-10       2.293644193347e+17       1.652612883047e-08       1.891523816473e+41       1.040727603379e+31       2.155812594089e+28       3.492912981895e-08       1.308497330161e+41       3.200021146738e+41       1.259278054663e+11      -1.259278054663e+11      -7.001017162370e+01       1.105911351660e-14       5.529556758283e-14       2.048347005939e-16       1.999999999977e+00 
       1.607972862485e+13       2.923333720803e-24       2.882370608859e-08       5.578500585982e+20       1.416504186388e+04       8.809254306680e-10       2.277700291308e+17       1.664181173229e-08       1.839475177621e+41       1.019174765045e+31       2.111167020967e+28       3.492912981895e-08       1.272491701057e+41       3.111966878781e+41       1.259278054663e+11      -1.259278054663e+11      -6.998226916875e+01       1.121448300239e-14       5.607241501180e-14       2.077124233025e-16       1.999999999977e+00 
       1.596795295417e+13       2.964403636246e-24       2.902561391238e-08       5.501214030075e+20       1.416504186387e+04       8.870919086827e-10       2.261867220763e+17       1.675830441441e-08       1.788858749552e+41       9.980682729401e+30       2.067446030623e+28       3.492912981895e-08       1.237476830817e+41       3.026335580469e+41       1.259278054663e+11      -1.259278054663e+11      -6.995436671381e+01       1.137203527409e-14       5.686017637029e-14       2.106305751375e-16       1.999999999977e+00 
       1.585695427425e+13       3.006050542931e-24       2.922934072558e-08       5.424998229943e+20       1.416504186387e+04       8.933015520435e-10       2.246144211284e+17       1.687561254531e-08       1.739635122442e+41       9.773988835029e+30       2.024630475509e+28       3.492912981895e-08       1.203425456949e+41       2.943060579488e+41       1.259278054663e+11      -1.259278054663e+11      -6.992646425886e+01       1.153180099765e-14       5.765900498811e-14       2.135897240876e-16       1.999999999977e+00 
       1.574672718397e+13       3.048282547009e-24       2.943488652818e-08       5.349838350951e+20       1.416504186387e+04       8.995546629078e-10       2.230530497799e+17       1.699374183312e-08       1.691765970896e+41       9.571575446022e+30       1.982701604610e+28       3.492912981895e-08       1.170311067138e+41       2.862077038130e+41       1.259278054663e+11      -1.259278054663e+11      -6.989856180392e+01       1.169381126987e-14       5.846905634918e-14       2.165904461212e-16       1.999999999977e+00 
       1.563726631973e+13       3.091107868511e-24       2.964043233078e-08       5.275719763987e+20       1.416504186387e+04       9.058515455481e-10       2.215025320555e+17       1.711269802595e-08       1.645214024114e+41       9.373353915706e+30       1.941641055232e+28       3.492912981895e-08       1.138107878604e+41       2.783321902812e+41       1.259278054663e+11      -1.259278054663e+11      -6.987065934897e+01       1.185809762440e-14       5.929048812182e-14       2.196333252988e-16       1.999999999976e+00 
       1.552856635524e+13       3.134534842956e-24       2.984779712278e-08       5.202628042617e+20       1.416504186387e+04       9.121925063669e-10       2.199627925080e+17       1.723248691213e-08       1.599943036866e+41       9.179237433227e+30       1.901430844963e+28       3.492912981895e-08       1.106790818025e+41       2.706733854983e+41       1.259278054663e+11      -1.259278054663e+11      -6.984275689403e+01       1.202469203792e-14       6.012346018944e-14       2.227189538858e-16       1.999999999976e+00 
       1.542062200123e+13       3.178571922964e-24       3.005698090419e-08       5.130548960275e+20       1.416504186387e+04       9.185778539115e-10       2.184337562145e+17       1.735311432051e-08       1.555917761273e+41       8.989140985530e+30       1.862053363794e+28       3.492912981895e-08       1.076335502014e+41       2.632253263378e+41       1.259278054663e+11      -1.259278054663e+11      -6.981485443908e+01       1.219362693636e-14       6.096813468163e-14       2.258479324689e-16       1.999999999976e+00 
       1.531342800520e+13       3.223227679910e-24       3.026616468560e-08       5.059468487495e+20       1.416504186387e+04       9.250078988888e-10       2.169153487730e+17       1.747458612076e-08       1.513103919367e+41       8.802981320131e+30       1.823491366411e+28       3.492912981895e-08       1.046718218140e+41       2.559822137595e+41       1.259278054663e+11      -1.259278054663e+11      -6.978695198413e+01       1.236493520119e-14       6.182467600577e-14       2.290208700722e-16       1.999999999976e+00 
       1.520697915114e+13       3.268510805585e-24       3.047898644581e-08       4.989372789180e+20       1.416504186387e+04       9.314829541811e-10       2.154074962989e+17       1.759690822360e-08       1.471468176397e+41       8.620676908652e+30       1.785727964639e+28       3.492912981895e-08       1.017915906458e+41       2.489384082941e+41       1.259278054663e+11      -1.259278054663e+11      -6.975904952919e+01       1.253865017583e-14       6.269325087897e-14       2.322383842758e-16       1.999999999976e+00 
       1.510127025932e+13       3.314430113892e-24       3.069180820603e-08       4.920248221911e+20       1.416504186387e+04       9.380033348603e-10       2.139101254210e+17       1.772008658116e-08       1.430978114877e+41       8.442147911118e+30       1.748746620044e+28       3.492912981895e-08       9.899061415604e+40       2.420884256522e+41       1.259278054663e+11      -1.259278054663e+11      -6.973114707424e+01       1.271480567215e-14       6.357402836056e-14       2.355011013364e-16       1.999999999976e+00 
       1.499629618602e+13       3.360994542562e-24       3.090644895565e-08       4.852081331288e+20       1.416504186387e+04       9.445693582043e-10       2.124231632780e+17       1.784412718723e-08       1.391602209346e+41       8.267316140995e+30       1.712531136698e+28       3.492912981895e-08       9.626671151147e+40       2.354269324544e+41       1.259278054663e+11      -1.259278054663e+11      -6.970324461930e+01       1.289343597704e-14       6.446717988499e-14       2.388096563090e-16       1.999999999975e+00 
       1.489205182326e+13       3.408213154890e-24       3.112290869467e-08       4.784858849315e+20       1.416504186387e+04       9.511813437117e-10       2.109465375154e+17       1.796903607753e-08       1.353309801823e+41       8.096105030942e+30       1.677065654078e+28       3.492912981895e-08       9.361776188825e+40       2.289487420787e+41       1.259278054663e+11      -1.259278054663e+11      -6.967534216435e+01       1.307457585908e-14       6.537287929518e-14       2.421646931705e-16       1.999999999975e+00 
       1.478853209857e+13       3.456095141503e-24       3.134118742310e-08       4.718567691813e+20       1.416504186387e+04       9.578396131177e-10       2.094801762815e+17       1.809481933007e-08       1.316071077935e+41       7.928439599281e+30       1.642334640123e+28       3.492912981895e-08       9.104170282083e+40       2.226488106222e+41       1.259278054663e+11      -1.259278054663e+11      -6.964743970941e+01       1.325826057532e-14       6.629130287639e-14       2.455668649448e-16       1.999999999975e+00 
       1.468573197475e+13       3.504649822145e-24       3.156128514092e-08       4.653194955879e+20       1.416504186387e+04       9.645444904095e-10       2.080240082239e+17       1.822148306538e-08       1.279857043703e+41       7.764246417161e+30       1.608322884431e+28       3.492912981895e-08       8.853652859604e+40       2.165222329741e+41       1.259278054663e+11      -1.259278054663e+11      -6.961953725446e+01       1.344452587814e-14       6.722262939050e-14       2.490168338304e-16       1.999999999975e+00 
       1.458364644960e+13       3.553886647496e-24       3.178138285875e-08       4.588727917368e+20       1.416504186387e+04       9.712963018424e-10       2.065779624865e+17       1.834903344684e-08       1.244639502972e+41       7.603453576396e+30       1.575015491600e+28       3.492912981895e-08       8.610028869148e+40       2.105642389963e+41       1.259278054663e+11      -1.259278054663e+11      -6.959163479952e+01       1.363340802220e-14       6.816704011079e-14       2.525152713288e-16       1.999999999975e+00 
       1.448227055571e+13       3.603815201007e-24       3.200329956599e-08       4.525154028423e+20       1.416504186387e+04       9.780953759552e-10       2.051419687055e+17       1.847747668096e-08       1.210391035453e+41       7.445990657977e+30       1.542397874701e+28       3.492912981895e-08       8.373108625684e+40       2.047701898096e+41       1.259278054663e+11      -1.259278054663e+11      -6.956373234457e+01       1.382494377150e-14       6.912471885730e-14       2.560628583757e-16       1.999999999974e+00 
       1.438159936019e+13       3.654445200766e-24       3.222885425203e-08       4.462460915029e+20       1.416504186387e+04       9.849420435869e-10       2.037159570065e+17       1.860681901773e-08       1.177084975373e+41       7.291788701229e+30       1.510455748893e+28       3.492912981895e-08       8.142707663702e+40       1.991355741816e+41       1.259278054663e+11      -1.259278054663e+11      -6.953582988963e+01       1.401917040655e-14       7.009585203252e-14       2.596602854729e-16       1.999999999974e+00 
       1.428162796444e+13       3.705786501391e-24       3.245440893807e-08       4.400636374602e+20       1.416504186387e+04       9.918366378920e-10       2.022998580005e+17       1.873706675085e-08       1.144695390717e+41       7.140780173610e+30       1.479175125164e+28       3.492912981895e-08       7.918646593587e+40       1.936560050147e+41       1.259278054663e+11      -1.259278054663e+11      -6.950792743468e+01       1.421612573159e-14       7.108062865771e-14       2.633082528235e-16       1.999999999974e+00 
       1.418235150391e+13       3.757849095948e-24       3.267996362410e-08       4.339668373622e+20       1.416504186387e+04       9.987794943572e-10       2.008936027810e+17       1.886822621810e-08       1.113197063036e+41       6.992898941137e+30       1.448542304207e+28       3.492912981895e-08       7.700750961950e+40       1.883272159302e+41       1.259278054663e+11      -1.259278054663e+11      -6.948002497973e+01       1.441584808199e-14       7.207924040972e-14       2.670074704674e-16       1.999999999974e+00 
       1.408376514787e+13       3.810643117897e-24       3.290915628895e-08       4.279545045281e+20       1.416504186387e+04       1.005770950818e-09       1.994971229206e+17       1.900030380163e-08       1.082565467811e+41       6.848080239423e+30       1.418543870418e+28       3.492912981895e-08       7.488851115795e+40       1.831450579459e+41       1.259278054663e+11      -1.259278054663e+11      -6.945212252479e+01       1.461837633169e-14       7.309188165822e-14       2.707586584199e-16       1.999999999974e+00 
       1.398586409918e+13       3.864178843060e-24       3.314016794320e-08       4.220254687182e+20       1.416504186387e+04       1.012811347473e-09       1.981103504673e+17       1.913330592823e-08       1.052776755358e+41       6.706260645309e+30       1.389166686025e+28       3.492912981895e-08       7.282782070432e+40       1.781054962468e+41       1.259278054663e+11      -1.259278054663e+11      -6.942422006984e+01       1.482374990077e-14       7.411874950363e-14       2.745625468120e-16       1.999999999974e+00 
       1.388864359402e+13       3.918466691626e-24       3.337117959745e-08       4.161785759053e+20       1.416504186387e+04       1.019901026906e-09       1.967332179417e+17       1.926723906973e-08       1.023807732259e+41       6.567378049094e+30       1.360397885327e+28       3.492912981895e-08       7.082383381014e+40       1.732046070426e+41       1.259278054663e+11      -1.259278054663e+11      -6.939631761490e+01       1.503200876313e-14       7.516004381540e-14       2.784198760321e-16       1.999999999973e+00 
       1.379209890171e+13       3.973517230176e-24       3.360582923051e-08       4.104126880510e+20       1.416504186387e+04       1.027040334094e-09       1.953656583334e+17       1.940210974321e-08       9.956358433053e+40       6.431371627330e+30       1.332224869068e+28       3.492912981895e-08       6.887499017624e+40       1.684385745132e+41       1.259278054663e+11      -1.259278054663e+11      -6.936841515995e+01       1.524319345424e-14       7.621596727095e-14       2.823313968704e-16       1.999999999973e+00 
       1.369622532444e+13       4.029341173743e-24       3.384047886357e-08       4.047266828832e+20       1.416504186387e+04       1.034229616433e-09       1.940076050977e+17       1.953792451141e-08       9.682391539350e+40       6.298181816187e+30       1.304635298912e+28       3.492912981895e-08       6.697977243782e+40       1.638036878376e+41       1.259278054663e+11      -1.259278054663e+11      -6.934051270501e+01       1.545734507908e-14       7.728672539513e-14       2.862978706650e-16       1.999999999973e+00 
       1.360101819706e+13       4.085949387892e-24       3.407694748603e-08       3.991194536785e+20       1.416504186387e+04       1.041469223748e-09       1.926589921526e+17       1.967468998299e-08       9.415963331538e+40       6.167750285364e+30       1.277617092044e+28       3.492912981895e-08       6.513670498308e+40       1.592963383046e+41       1.259278054663e+11      -1.259278054663e+11      -6.931261025006e+01       1.567450532009e-14       7.837252660019e-14       2.903200694499e-16       1.999999999973e+00 
       1.350647288685e+13       4.143352890842e-24       3.431523509789e-08       3.935899090464e+20       1.416504186387e+04       1.048759508314e-09       1.913197538755e+17       1.981241281287e-08       9.156866369280e+40       6.040019912547e+30       1.251158415876e+28       3.492912981895e-08       6.334435280429e+40       1.549130165031e+41       1.259278054663e+11      -1.259278054663e+11      -6.928470779512e+01       1.589471644533e-14       7.947358222639e-14       2.943987761056e-16       1.999999999973e+00 
       1.341258479330e+13       4.201562855605e-24       3.455716068856e-08       3.881369727167e+20       1.416504186387e+04       1.056100824872e-09       1.899898250998e+17       1.995109970256e-08       8.904898920326e+40       5.914934758388e+30       1.225247682867e+28       3.492912981895e-08       6.160132038053e+40       1.506503095897e+41       1.259278054663e+11      -1.259278054663e+11      -6.925680534017e+01       1.611802131667e-14       8.059010658308e-14       2.985347845110e-16       1.999999999972e+00 
       1.331934934786e+13       4.260590612163e-24       3.479908627924e-08       3.827595833306e+20       1.416504186387e+04       1.063493530646e-09       1.886691411120e+17       2.009075740047e-08       8.659864803450e+40       5.792440042013e+30       1.199873545444e+28       3.492912981895e-08       5.990625059109e+40       1.465048986314e+41       1.259278054663e+11      -1.259278054663e+11      -6.922890288523e+01       1.634446339814e-14       8.172231699045e-14       3.027288996986e-16       1.999999999972e+00 
       1.322676201377e+13       4.320447649673e-24       3.504101186991e-08       3.774566942333e+20       1.416504186387e+04       1.070937985361e-09       1.873576376484e+17       2.023139270227e-08       8.421573235701e+40       5.672482117023e+30       1.175024891040e+28       3.492912981895e-08       5.825782365887e+40       1.424735560216e+41       1.259278054663e+11      -1.259278054663e+11      -6.920100043028e+01       1.657408676442e-14       8.287043382184e-14       3.069819380104e-16       1.999999999972e+00 
       1.313481828577e+13       4.381145618703e-24       3.528657543939e-08       3.722272732712e+20       1.416504186387e+04       1.078434551258e-09       1.860552508922e+17       2.037301245118e-08       8.189838683857e+40       5.555008448005e+30       1.150690837218e+28       3.492912981895e-08       5.665475612278e+40       1.385531429669e+41       1.259278054663e+11      -1.259278054663e+11      -6.917309797533e+01       1.680693610937e-14       8.403468054659e-14       3.112947272574e-16       1.999999999972e+00 
       1.304351368994e+13       4.442696333500e-24       3.553395799827e-08       3.670703025902e+20       1.416504186387e+04       1.085983593117e-09       1.847619174699e+17       2.051562353834e-08       7.964480719976e+40       5.439967587523e+30       1.126860726913e+28       3.492912981895e-08       5.509579983843e+40       1.347406070436e+41       1.259278054663e+11      -1.259278054663e+11      -6.914519552039e+01       1.704305675477e-14       8.521528377358e-14       3.156681068806e-16       1.999999999972e+00 
       1.295284378345e+13       4.505111774289e-24       3.578315954655e-08       3.619847784380e+20       1.416504186387e+04       1.093585478269e-09       1.834775744488e+17       2.065923290310e-08       7.745323880908e+40       5.327309153585e+30       1.103524123759e+28       3.492912981895e-08       5.357974100635e+40       1.310329798208e+41       1.259278054663e+11      -1.259278054663e+11      -6.911729306544e+01       1.728249465912e-14       8.641247329530e-14       3.201029281141e-16       1.999999999971e+00 
       1.286280415437e+13       4.568404089605e-24       3.603418008424e-08       3.569697109686e+20       1.416504186387e+04       1.101240576617e-09       1.822021593334e+17       2.080384753342e-08       7.532197531687e+40       5.216983807581e+30       1.080670807523e+28       3.492912981895e-08       5.210539922691e+40       1.274273745490e+41       1.259278054663e+11      -1.259278054663e+11      -6.908939061050e+01       1.752529642658e-14       8.762648213261e-14       3.246000541511e-16       1.999999999971e+00 
       1.277339042142e+13       4.632585598660e-24       3.628520062193e-08       3.520241240499e+20       1.416504186387e+04       1.108949260653e-09       1.809356100630e+17       2.094947446615e-08       7.324935732668e+40       5.108943232672e+30       1.058290769624e+28       3.492912981895e-08       5.067162658128e+40       1.239209839131e+41       1.259278054663e+11      -1.259278054663e+11      -6.906148815555e+01       1.777150931608e-14       8.885754658008e-14       3.291603603118e-16       1.999999999971e+00 
       1.268459823378e+13       4.697668793735e-24       3.653985913843e-08       3.471470550732e+20       1.416504186387e+04       1.116711905477e-09       1.796778650079e+17       2.109612078741e-08       7.123377110332e+40       5.003140112633e+30       1.036374208755e+28       3.492912981895e-08       4.927730673767e+40       1.205110778460e+41       1.259278054663e+11      -1.259278054663e+11      -6.903358570061e+01       1.802118125046e-14       9.010590625197e-14       3.337847342138e-16       1.999999999971e+00 
       1.259642327089e+13       4.763666342618e-24       3.679451765493e-08       3.423375547663e+20       1.416504186387e+04       1.124528888816e-09       1.784288629671e+17       2.124379363292e-08       6.927364731638e+40       4.899528111129e+30       1.014911526587e+28       3.492912981895e-08       4.792135408211e+40       1.171950014034e+41       1.259278054663e+11      -1.259278054663e+11      -6.900568324566e+01       1.827436082584e-14       9.137180412889e-14       3.384740759447e-16       1.999999999971e+00 
       1.250886124219e+13       4.830591091065e-24       3.705281415023e-08       3.375946870086e+20       1.416504186387e+04       1.132400591038e-09       1.771885431650e+17       2.139250018835e-08       6.736745981837e+40       4.798061851421e+30       9.938933235683e+27       3.492912981895e-08       4.660271287326e+40       1.139701726964e+41       1.259278054663e+11      -1.259278054663e+11      -6.897778079072e+01       1.853109732108e-14       9.265548660509e-14       3.432292982375e-16       1.999999999970e+00 
       1.242190788698e+13       4.898456065302e-24       3.731292963494e-08       3.329175286487e+20       1.416504186387e+04       1.140327395175e-09       1.759568452482e+17       2.154224768966e-08       6.551372445647e+40       4.698696896498e+30       9.733103948040e+27       3.492912981895e-08       4.532035642036e+40       1.108340808815e+41       1.259278054663e+11      -1.259278054663e+11      -6.894987833577e+01       1.879144070734e-14       9.395720353639e-14       3.480513266484e-16       1.999999999970e+00 
       1.233555897417e+13       4.967274474563e-24       3.757304511964e-08       3.283051693249e+20       1.416504186387e+04       1.148309686941e-09       1.747337092833e+17       2.169304342349e-08       6.371099791695e+40       4.601389729609e+30       9.531537260279e+27       3.492912981895e-08       4.407328628388e+40       1.077842842054e+41       1.259278054663e+11      -1.259278054663e+11      -6.892197588083e+01       1.905544165784e-14       9.527720828886e-14       3.529410997364e-16       1.999999999970e+00 
       1.224981030205e+13       5.037059713656e-24       3.783679858316e-08       3.237567112880e+20       1.416504186387e+04       1.156347854750e-09       1.735190757530e+17       2.184489472745e-08       6.195787660142e+40       4.506097735211e+30       9.334144896540e+27       3.492912981895e-08       4.286053149811e+40       1.048184081040e+41       1.259278054663e+11      -1.259278054663e+11      -6.889407342588e+01       1.932315155769e-14       9.661575778809e-14       3.578995692465e-16       1.999999999970e+00 
       1.216465769816e+13       5.107825365573e-24       3.810055204667e-08       3.192712692267e+20       1.416504186387e+04       1.164442289733e-09       1.723128855541e+17       2.199780899053e-08       6.025299553400e+40       4.412779180302e+30       9.140840409101e+27       3.492912981895e-08       4.168114781522e+40       1.019341433536e+41       1.259278054663e+11      -1.259278054663e+11      -6.886617097094e+01       1.959462251392e-14       9.797311256924e-14       3.629277002948e-16       1.999999999970e+00 
       1.208009701903e+13       5.179585204133e-24       3.836794348899e-08       3.148479700949e+20       1.416504186387e+04       1.172593385761e-09       1.711150799941e+17       2.215179365346e-08       5.859502729856e+40       4.321393196146e+30       8.951539140518e+27       3.492912981895e-08       4.053421697000e+40       9.912924427288e+40       1.259278054663e+11      -1.259278054663e+11      -6.883826851599e+01       1.986990736561e-14       9.934953682771e-14       3.680264715562e-16       1.999999999969e+00 
       1.199612414998e+13       5.252353196665e-24       3.863715392072e-08       3.104859529421e+20       1.416504186387e+04       1.180801539461e-09       1.699256007886e+17       2.230685620903e-08       5.698268100514e+40       4.231899760371e+30       8.766158186555e+27       3.492912981895e-08       3.941884596496e+40       9.640152697435e+40       1.259278054663e+11      -1.259278054663e+11      -6.881036606104e+01       2.014905969419e-14       1.007452984706e-13       3.731968754550e-16       1.999999999969e+00 
       1.191273500495e+13       5.326143506725e-24       3.890636435244e-08       3.061843687456e+20       1.416504186386e+04       1.189067150237e-09       1.687443900582e+17       2.246300420249e-08       5.541470128496e+40       4.144259679449e+30       8.584616359869e+27       3.492912981895e-08       3.833416637503e+40       9.374886766415e+40       1.259278054663e+11      -1.259278054663e+11      -6.878246360610e+01       2.043213383383e-14       1.021606691688e-13       3.784399183582e-16       1.999999999969e+00 
       1.182992552626e+13       5.400970496850e-24       3.917921276297e-08       3.019423802456e+20       1.416504186386e+04       1.197390620289e-09       1.675713903259e+17       2.262024523191e-08       5.388986731292e+40       4.058434571522e+30       8.406834154461e+27       3.492912981895e-08       3.727933367138e+40       9.116920098837e+40       1.259278054663e+11      -1.259278054663e+11      -6.875456115115e+01       2.071918488206e-14       1.035959244099e-13       3.837566207711e-16       1.999999999969e+00 
       1.174769168447e+13       5.476848731360e-24       3.945388016291e-08       2.977591617818e+20       1.416504186386e+04       1.205772354631e-09       1.664065445143e+17       2.277858694853e-08       5.240699185710e+40       3.974386849599e+30       8.232733710850e+27       3.492912981895e-08       3.625352656390e+40       8.866051842498e+40       1.259278054663e+11      -1.259278054663e+11      -6.872665869621e+01       2.101026871047e-14       1.050513435519e-13       3.891480175362e-16       1.999999999969e+00 
       1.166602947812e+13       5.553792979186e-24       3.973036655225e-08       2.936338991329e+20       1.416504186386e+04       1.214212761113e-09       1.652497959427e+17       2.293803705716e-08       5.096492035435e+40       3.892079705092e+30       8.062238781979e+27       3.492912981895e-08       3.525594636173e+40       8.622086671999e+40       1.259278054663e+11      -1.259278054663e+11      -6.869875624126e+01       2.130544197558e-14       1.065272098775e-13       3.946151580345e-16       1.999999999968e+00 
       1.158493493359e+13       5.631818216750e-24       4.000867193099e-08       2.895657893582e+20       1.416504186386e+04       1.222712250441e-09       1.641010883244e+17       2.309860331656e-08       4.956253001142e+40       3.811477091697e+30       7.895274699823e+27       3.492912981895e-08       3.428581635142e+40       8.384834636666e+40       1.259278054663e+11      -1.259278054663e+11      -6.867085378632e+01       2.160476212989e-14       1.080238106490e-13       4.001591063897e-16       1.999999999968e+00 
       1.150440410485e+13       5.710939630877e-24       4.028879629914e-08       2.855540406413e+20       1.416504186386e+04       1.231271236194e-09       1.629603657641e+17       2.326029353977e-08       4.819872893067e+40       3.732543709607e+30       7.731768342684e+27       3.492912981895e-08       3.334238119217e+40       8.154111012659e+40       1.259278054663e+11      -1.259278054663e+11      -6.864295133137e+01       2.190828743305e-14       1.095414371648e-13       4.057809416752e-16       1.999999999968e+00 
       1.142443307334e+13       5.791172621750e-24       4.057073965669e-08       2.815978721357e+20       1.416504186386e+04       1.239890134848e-09       1.618275727548e+17       2.342311559454e-08       4.687245526000e+40       3.655244990054e+30       7.571648103171e+27       3.492912981895e-08       3.242490632771e+40       7.929736159137e+40       1.259278054663e+11      -1.259278054663e+11      -6.861504887643e+01       2.221607696319e-14       1.110803848155e-13       4.114817581247e-16       1.999999999968e+00 
       1.134501794771e+13       5.872532805913e-24       4.085450200364e-08       2.776965138132e+20       1.416504186386e+04       1.248569365791e-09       1.607026541756e+17       2.358707740370e-08       4.558267636602e+40       3.579547080165e+30       7.414843856839e+27       3.492912981895e-08       3.153267741440e+40       7.711535378401e+40       1.259278054663e+11      -1.259278054663e+11      -6.858714642148e+01       2.252819062845e-14       1.126409531418e-13       4.172626653445e-16       1.999999999967e+00 
