# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# All scalar field variables are dimensionless. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:Omega_phi_scf         18:theta_phi_scf         19:y_phi_scf             20:gr.fac. D             21:gr.fac. f          
       2.838176588911e+08       9.383324315965e-15       1.633053188925e-03       1.737958039055e+11       1.416504023085e+04       4.990894589254e-05       4.020288570583e+12       9.428431433945e-04       1.785404938023e+22       5.604421130350e+16       1.160926414958e+14       3.492912981895e-08       1.235087591450e+22       3.020498145517e+22       1.259278054052e+11      -1.259278053237e+11      -2.620331920579e+01       3.599627165442e-05       1.799813303723e-04       6.667154316699e-07       1.999998698481e+00 
       2.818447456581e+08       9.515150598430e-15       1.644484556891e-03       1.713879753628e+11       1.416504021942e+04       5.025830847436e-05       3.992342172044e+12       9.494430384188e-04       1.736276348517e+22       5.488356962771e+16       1.136884331960e+14       3.492912981895e-08       1.201101961640e+22       2.937383809896e+22       1.259278054035e+11      -1.259278053196e+11      -2.617541676378e+01       3.650198307867e-05       1.825098869032e-04       6.760821106404e-07       1.999998689370e+00 
       2.798855468169e+08       9.648828907474e-15       1.655995942201e-03       1.690135057360e+11       1.416504020791e+04       5.061011659371e-05       3.964590038439e+12       9.560891326102e-04       1.688499619450e+22       5.374696413812e+16       1.113340145941e+14       3.492912981895e-08       1.168051506826e+22       2.856556512118e+22       1.259278054017e+11      -1.259278053155e+11      -2.614751432186e+01       3.701479923856e-05       1.850739670999e-04       6.855803819543e-07       1.999998680196e+00 
       2.779399670343e+08       9.784385262199e-15       1.667587908742e-03       1.666719328589e+11       1.416504019632e+04       5.096438736932e-05       3.937030819368e+12       9.627817493615e-04       1.642037551982e+22       5.263389705987e+16       1.090283545755e+14       3.492912981895e-08       1.135910494005e+22       2.777953320291e+22       1.259278053999e+11      -1.259278053112e+11      -2.611961188004e+01       3.753481994846e-05       1.876740700338e-04       6.952120943494e-07       1.999998670957e+00 
       2.760079116394e+08       9.921846047250e-15       1.679261018580e-03       1.643628009680e+11       1.416504018464e+04       5.132113803980e-05       3.909663173816e+12       9.695212143292e-04       1.596853970861e+22       5.154388092672e+16       1.067704433795e+14       3.492912981895e-08       1.104653898265e+22       2.701513034203e+22       1.259278053980e+11      -1.259278053068e+11      -2.609170943831e+01       3.806214642498e-05       1.903107017879e-04       7.049791225369e-07       1.999998661654e+00 
       2.740892866196e+08       1.006123801795e-14       1.691015839242e-03       1.620856606142e+11       1.416504017289e+04       5.168038596439e-05       3.882485770090e+12       9.763078554495e-04       1.552913696264e+22       5.047643836754e+16       1.045592921570e+14       3.492912981895e-08       1.074257383298e+22       2.627176137675e+22       1.259278053961e+11      -1.259278053023e+11      -2.606380699667e+01       3.859688130675e-05       1.929843755549e-04       7.148833675653e-07       1.999998652285e+00 
       2.721839986159e+08       1.020258830551e-14       1.702852945527e-03       1.598400685754e+11       1.416504016105e+04       5.204214862388e-05       3.855497285755e+12       9.831420029539e-04       1.510182516403e+22       4.943110189731e+16       1.023939325372e+14       3.492912981895e-08       1.044697282455e+22       2.554884752220e+22       1.259278053941e+11      -1.259278052976e+11      -2.603590455512e+01       3.913912867437e-05       1.956956117375e-04       7.249267571912e-07       1.999998642851e+00 
       2.702919549180e+08       1.034592442230e-14       1.714772910418e-03       1.576255877700e+11       1.416504014913e+04       5.240644362138e-05       3.828696407566e+12       9.900239893857e-04       1.468627160888e+22       4.840741371229e+16       1.002734162037e+14       3.492912981895e-08       1.015950580314e+22       2.484582591983e+22       1.259278053920e+11      -1.259278052929e+11      -2.600800211367e+01       3.968899407065e-05       1.984449380495e-04       7.351112462541e-07       1.999998633351e+00 
       2.684130634604e+08       1.049127426721e-14       1.726776314172e-03       1.554417871716e+11       1.416504013713e+04       5.277328868326e-05       3.802081831411e+12       9.969541496159e-04       1.428215274822e+22       4.740492548963e+16       9.819681447924e+13       3.492912981895e-08       9.879948947635e+21       2.416214919910e+22       1.259278053899e+11      -1.259278052880e+11      -2.598009967231e+01       4.024658452118e-05       2.012328896187e-04       7.454388170569e-07       1.999998623784e+00 
       2.665472328173e+08       1.063866613110e-14       1.738863742503e-03       1.532882417258e+11       1.416504012504e+04       5.314270165997e-05       3.775652262240e+12       1.003932820860e-03       1.388915393612e+22       4.642319819092e+16       9.616321791888e+13       3.492912981895e-08       9.608084595775e+21       2.349728505138e+22       1.259278053878e+11      -1.259278052829e+11      -2.595219723105e+01       4.081200855515e-05       2.040600090905e-04       7.559114797518e-07       1.999998614151e+00 
       2.646943721985e+08       1.078812870226e-14       1.751035782945e-03       1.511645322668e+11       1.416504011287e+04       5.351470052689e-05       3.749406414007e+12       1.010960342692e-03       1.350696918468e+22       4.546180187003e+16       9.417173591170e+13       3.492912981895e-08       9.343701074652e+21       2.285071581543e+22       1.259278053856e+11      -1.259278052777e+11      -2.592429478988e+01       4.138537622647e-05       2.069268467343e-04       7.665312727316e-07       1.999998604450e+00 
       2.628543914449e+08       1.093969107204e-14       1.763293026670e-03       1.490702454361e+11       1.416504010061e+04       5.388930338525e-05       3.723343009604e+12       1.018037057067e-03       1.313530092580e+22       4.452031548470e+16       9.222149629081e+13       3.492912981895e-08       9.086592535912e+21       2.222193807438e+22       1.259278053833e+11      -1.259278052724e+11      -2.589639234881e+01       4.196679913519e-05       2.098339605501e-04       7.773002630266e-07       1.999998594681e+00 
       2.610272010243e+08       1.109338274048e-14       1.775636072125e-03       1.470049736021e+11       1.416504008827e+04       5.426652846299e-05       3.697460780803e+12       1.025163308329e-03       1.277385977951e+22       4.359832671222e+16       9.031164495137e+13       3.492912981895e-08       8.836558795490e+21       2.161046226376e+22       1.259278053809e+11      -1.259278052669e+11      -2.586848990784e+01       4.255639044925e-05       2.127819163771e-04       7.882205467065e-07       1.999998584844e+00 
       2.592127120267e+08       1.124923362209e-14       1.788065517758e-03       1.449683147807e+11       1.416504007584e+04       5.464639411562e-05       3.671758468190e+12       1.032339443236e-03       1.242236432863e+22       4.269543176886e+16       8.844134547654e+13       3.492912981895e-08       8.593405177737e+21       2.101581229037e+22       1.259278053785e+11      -1.259278052612e+11      -2.584058746697e+01       4.315426492646e-05       2.157712880042e-04       7.992942492886e-07       1.999998574937e+00 
       2.574108361602e+08       1.140727405163e-14       1.800581971111e-03       1.429598725570e+11       1.416504006332e+04       5.502891882717e-05       3.646234821107e+12       1.039565810971e-03       1.208054089968e+22       4.181123523296e+16       8.660977877114e+13       3.492912981895e-08       8.356942363853e+21       2.043752516150e+22       1.259278053760e+11      -1.259278052554e+11      -2.581268502620e+01       4.376053893687e-05       2.188026572811e-04       8.105235261517e-07       1.999998564962e+00 
       2.556214857465e+08       1.156753479002e-14       1.813186037907e-03       1.409792560079e+11       1.416504005072e+04       5.541412121104e-05       3.620888597589e+12       1.046842763163e-03       1.174812334978e+22       4.094534987184e+16       8.481614270298e+13       3.492912981895e-08       8.126986244480e+21       1.987515062455e+22       1.259278053734e+11      -1.259278052495e+11      -2.578478258552e+01       4.437533048540e-05       2.218766142323e-04       8.219105629552e-07       1.999998554916e+00 
       2.538445737171e+08       1.173004703037e-14       1.825878334785e-03       1.390260796268e+11       1.416504003803e+04       5.580202001091e-05       3.595718564303e+12       1.054170653901e-03       1.142485285946e+22       4.009739647215e+16       8.305965175154e+13       3.492912981895e-08       7.903357776356e+21       1.932825081640e+22       1.259278053708e+11      -1.259278052433e+11      -2.575688014495e+01       4.499875923484e-05       2.249937571713e-04       8.334575760652e-07       1.999998544801e+00 
       2.520800136084e+08       1.189484240401e-14       1.838659474743e-03       1.370999632477e+11       1.416504002524e+04       5.619263410171e-05       3.570723496492e+12       1.061549839753e-03       1.111047773113e+22       3.926700367383e+16       8.133953666395e+13       3.492912981895e-08       7.685882842914e+21       1.879639992252e+22       1.259278053681e+11      -1.259278052370e+11      -2.572897770447e+01       4.563094652911e-05       2.281546928173e-04       8.451668129848e-07       1.999998534614e+00 
       2.503277195581e+08       1.206195298664e-14       1.851530085332e-03       1.352005319716e+11       1.416504001237e+04       5.658598249045e-05       3.545902177912e+12       1.068980679784e-03       1.080475319309e+22       3.845380780747e+16       7.965504411809e+13       3.492912981895e-08       7.474392118713e+21       1.827918384539e+22       1.259278053653e+11      -1.259278052305e+11      -2.570107526410e+01       4.627201541688e-05       2.313600364133e-04       8.570405527928e-07       1.999998524356e+00 
       2.485876063006e+08       1.223141130461e-14       1.864490788648e-03       1.333274160935e+11       1.416503999941e+04       5.698208431720e-05       3.521253400771e+12       1.076463535571e-03       1.050744120898e+22       3.765745273502e+16       7.800543639270e+13       3.492912981895e-08       7.268720937600e+21       1.777619988216e+22       1.259278053625e+11      -1.259278052238e+11      -2.567317282383e+01       4.692209067553e-05       2.346104118458e-04       8.690811065864e-07       1.999998514027e+00 
       2.468595891630e+08       1.240325034123e-14       1.877542217699e-03       1.314802510305e+11       1.416503998636e+04       5.738095885604e-05       3.496775965676e+12       1.083998771222e-03       1.021831029242e+22       3.687758969384e+16       7.638999104427e+13       3.492912981895e-08       7.068709164508e+21       1.728705641104e+22       1.259278053595e+11      -1.259278052170e+11      -2.564527038367e+01       4.758129883545e-05       2.379064517665e-04       8.812908179314e-07       1.999998503625e+00 
       2.451435840612e+08       1.257750354319e-14       1.890685005492e-03       1.296586772507e+11       1.416503997322e+04       5.778262551592e-05       3.472468681570e+12       1.091586753395e-03       9.937135326815e+21       3.611387714394e+16       7.480800059068e+13       3.492912981895e-08       6.874201070767e+21       1.681137258639e+22       1.259278053565e+11      -1.259278052099e+11      -2.561736794361e+01       4.824976820464e-05       2.412487977149e-04       8.936720633181e-07       1.999998493150e+00 
       2.434395074953e+08       1.275420482708e-14       1.903919794131e-03       1.278623402033e+11       1.416503995998e+04       5.818710384169e-05       3.448330365674e+12       1.099227851313e-03       9.663697390026e+21       3.536598061843e+16       7.325877220130e+13       3.492912981895e-08       6.685045212862e+21       1.634877804225e+22       1.259278053534e+11      -1.259278052027e+11      -2.558946550365e+01       4.892762889369e-05       2.446381002437e-04       9.062272526243e-07       1.999998482602e+00 
       2.417472765460e+08       1.293338858596e-14       1.917247225720e-03       1.260908902495e+11       1.416503994666e+04       5.859441351500e-05       3.424359843435e+12       1.106922436785e-03       9.397783583959e+21       3.463357257703e+16       7.174162739364e+13       3.492912981895e-08       6.501094314511e+21       1.589891260391e+22       1.259278053502e+11      -1.259278051952e+11      -2.556156306380e+01       4.961501284113e-05       2.480750190449e-04       9.189588295838e-07       1.999998471980e+00 
       2.400668088705e+08       1.311508969610e-14       1.930667947818e-03       1.243439825947e+11       1.416503993324e+04       5.900457435526e-05       3.400555948460e+12       1.114670884223e-03       9.139186868788e+21       3.391633226261e+16       7.025590173613e+13       3.492912981895e-08       6.322205152005e+21       1.546142600751e+22       1.259278053469e+11      -1.259278051875e+11      -2.553366062405e+01       5.031205383908e-05       2.515602230789e-04       9.318692722628e-07       1.999998461284e+00 
       2.383980226982e+08       1.329934352374e-14       1.944182617081e-03       1.226212772210e+11       1.416503991972e+04       5.941760632065e-05       3.376917522468e+12       1.122473570657e-03       8.887705901754e+21       3.321394556073e+16       6.880094455722e+13       3.492912981895e-08       6.148238442686e+21       1.503597762731e+22       1.259278053435e+11      -1.259278051796e+11      -2.550575818441e+01       5.101888755929e-05       2.550943907039e-04       9.449610935411e-07       1.999998450513e+00 
       2.367408368270e+08       1.348618593197e-14       1.957791888344e-03       1.209224388214e+11       1.416503990611e+04       5.983352950902e-05       3.353443415226e+12       1.130330875759e-03       8.643144880403e+21       3.252610486208e+16       6.737611866034e+13       3.492912981895e-08       5.979058736509e+21       1.462223621052e+22       1.259278053400e+11      -1.259278051715e+11      -2.547785574488e+01       5.173565157959e-05       2.586782098087e-04       9.582368416025e-07       1.999998439666e+00 
       2.350951706192e+08       1.367565328774e-14       1.971496423721e-03       1.192471367343e+11       1.416503989241e+04       6.025236415892e-05       3.330132484499e+12       1.138243181858e-03       8.405313390134e+21       3.185250892773e+16       6.598080004490e+13       3.492912981895e-08       5.814534310575e+21       1.421987961933e+22       1.259278053365e+11      -1.259278051632e+11      -2.544995330546e+01       5.246248541062e-05       2.623123779461e-04       9.716991004296e-07       1.999998428743e+00 
       2.334609439978e+08       1.386778246891e-14       1.985296890780e-03       1.175950448791e+11       1.416503987861e+04       6.067413065058e-05       3.306983595992e+12       1.146210873959e-03       8.174026255941e+21       3.119286275724e+16       6.461437763296e+13       3.492912981895e-08       5.654537066577e+21       1.382859458012e+22       1.259278053328e+11      -1.259278051546e+11      -2.542205086615e+01       5.319953052300e-05       2.659976024686e-04       9.853504903077e-07       1.999998417744e+00 
       2.318380774423e+08       1.406261087142e-14       1.999193960728e-03       1.159658416930e+11       1.416503986471e+04       6.109884950687e-05       3.283995623293e+12       1.154234339762e-03       7.949103398236e+21       3.054687745945e+16       6.327625300165e+13       3.492912981895e-08       5.498942431059e+21       1.344807643957e+22       1.259278053290e+11      -1.259278051458e+11      -2.539414842694e+01       5.394693037486e-05       2.697346006665e-04       9.991936683341e-07       1.999998406669e+00 
       2.302264919850e+08       1.426017641660e-14       2.013188310229e-03       1.143592100682e+11       1.416503985072e+04       6.152654139434e-05       3.261167447823e+12       1.162313969680e-03       7.730369692645e+21       2.991427012597e+16       6.196584012107e+13       3.492912981895e-08       5.347629258425e+21       1.307802892743e+22       1.259278053251e+11      -1.259278051367e+11      -2.536624598785e+01       5.470483043980e-05       2.735240999074e-04       1.013231328936e-06       1.999998395515e+00 
       2.286261092071e+08       1.446051755855e-14       2.027280621405e-03       1.127748372902e+11       1.416503983662e+04       6.195722712419e-05       3.238497958776e+12       1.170450156861e-03       7.517654833647e+21       2.929476370724e+16       6.068256509764e+13       3.492912981895e-08       5.200479736616e+21       1.271816392583e+22       1.259278053211e+11      -1.259278051274e+11      -2.533834354887e+01       5.547337823514e-05       2.773668377773e-04       1.027466204393e-06       1.999998384283e+00 
       2.270368512351e+08       1.466367329158e-14       2.041471576376e-03       1.112124149769e+11       1.416503982243e+04       6.239092765330e-05       3.215986053070e+12       1.178643297203e-03       7.310793201984e+21       2.868808689127e+16       5.942586592279e+13       3.492912981895e-08       5.057379295381e+21       1.236820124500e+22       1.259278053170e+11      -1.259278051178e+11      -2.531044111000e+01       5.625272335069e-05       2.812635622247e-04       1.041901065374e-06       1.999998372973e+00 
       2.254586407365e+08       1.486968315785e-14       2.055761869997e-03       1.096716390188e+11       1.416503980814e+04       6.282766408527e-05       3.193630635287e+12       1.186893789376e-03       7.109623735705e+21       2.809397398475e+16       5.819519222678e+13       3.492912981895e-08       4.918216517073e+21       1.202786840507e+22       1.259278053128e+11      -1.259278051079e+11      -2.528253867125e+01       5.704301747784e-05       2.852150317063e-04       1.056538721468e-06       1.999998361584e+00 
       2.238914009167e+08       1.507858725504e-14       2.070152193482e-03       1.081522095195e+11       1.416503979375e+04       6.326745767139e-05       3.171430617628e+12       1.195202034842e-03       6.913989804765e+21       2.751216479672e+16       5.699000503770e+13       3.492912981895e-08       4.782883049900e+21       1.169690042395e+22       1.259278053084e+11      -1.259278050978e+11      -2.525463623261e+01       5.784441443909e-05       2.892220153338e-04       1.071382021739e-06       1.999998350115e+00 
       2.223350555146e+08       1.529042624417e-14       2.084643250782e-03       1.066538307375e+11       1.416503977926e+04       6.371032981174e-05       3.149384919854e+12       1.203568437870e-03       6.723739089072e+21       2.694240452463e+16       5.580977654544e+13       3.492912981895e-08       4.651273523561e+21       1.137503961097e+22       1.259278053040e+11      -1.259278050873e+11      -2.522673379408e+01       5.865707021797e-05       2.932852930246e-04       1.086433855277e-06       1.999998338565e+00 
       2.207895287996e+08       1.550524135750e-14       2.099235745845e-03       1.051762110286e+11       1.416503976467e+04       6.415630205619e-05       3.127492469234e+12       1.211993405561e-03       6.538723459893e+21       2.638444364272e+16       5.465398987050e+13       3.492912981895e-08       4.523285467207e+21       1.106203536632e+22       1.259278052994e+11      -1.259278050766e+11      -2.519883135567e+01       5.948114298945e-05       2.974056556529e-04       1.101697151761e-06       1.999998326935e+00 
       2.192547455672e+08       1.572307440656e-14       2.113930386258e-03       1.037190627892e+11       1.416503974997e+04       6.460539610544e-05       3.105752200495e+12       1.220477347867e-03       6.358798864520e+21       2.583803779276e+16       5.352213883764e+13       3.492912981895e-08       4.398819229655e+21       1.075764398586e+22       1.259278052946e+11      -1.259278050656e+11      -2.517092891738e+01       6.031679315068e-05       3.015839052038e-04       1.117174882027e-06       1.999998315223e+00 
       2.177306311359e+08       1.594396779029e-14       2.128727890522e-03       1.022821024002e+11       1.416503973518e+04       6.505763381212e-05       3.084163055770e+12       1.229020677607e-03       6.183825214112e+21       2.530294767706e+16       5.241372775421e+13       3.492912981895e-08       4.277777901804e+21       1.046162847140e+22       1.259278052898e+11      -1.259278050542e+11      -2.514302647920e+01       6.116418335221e-05       3.058208549297e-04       1.132870058651e-06       1.999998303430e+00 
       2.162171113430e+08       1.616796450330e-14       2.143628977137e-03       1.008650501719e+11       1.416503972027e+04       6.551303718182e-05       3.062723984542e+12       1.237623810491e-03       6.013666274620e+21       2.477893895359e+16       5.132827119306e+13       3.492912981895e-08       4.160067241177e+21       1.017375834619e+22       1.259278052848e+11      -1.259278050426e+11      -2.511512404114e+01       6.202347852970e-05       3.101173295082e-04       1.148785736529e-06       1.999998291554e+00 
       2.147141125418e+08       1.639510814421e-14       2.158634370062e-03       9.946763028964e+10       1.416503970527e+04       6.597162837416e-05       3.041433943602e+12       1.246287165138e-03       5.848189560717e+21       2.426578213345e+16       5.026529377993e+13       3.492912981895e-08       4.045595598547e+21       9.893809475438e+21       1.259278052796e+11      -1.259278050306e+11      -2.508722160320e+01       6.289484593596e-05       3.144741652027e-04       1.164925013480e-06       1.999998279594e+00 
       2.132215615972e+08       1.662544292418e-14       2.173744802349e-03       9.808957075973e+10       1.416503969016e+04       6.643342970390e-05       3.020291896988e+12       1.255011163099e-03       5.687266232647e+21       2.376325248027e+16       4.922432998527e+13       3.492912981895e-08       3.934273846578e+21       9.621563891828e+21       1.259278052743e+11      -1.259278050182e+11      -2.505931916539e+01       6.377845517353e-05       3.188922100256e-04       1.181291030838e-06       1.999998267551e+00 
