# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  464       2.765759337222e-10       1.828743220792e-12      -9.861084443193e-12       7.262742062918e-15       1.011026215655e-13       4.790971102827e-15       1.178463404468e-15 
  465       2.780021638964e-10       1.805506021116e-12      -9.877081214012e-12       7.288894562109e-15       1.003486098528e-13       4.663072637266e-15       1.163696606931e-15 
  466       2.794276976818e-10       1.782317276427e-12      -9.888343639253e-12       7.315141292896e-15       9.960100486025e-14       4.538166766503e-15       1.148926348002e-15 
  467       2.808518833694e-10       1.759187897805e-12      -9.894895969220e-12       7.341479646829e-15       9.885976972441e-14       4.416232026237e-15       1.134153929973e-15 
  468       2.822741972384e-10       1.736127890935e-12      -9.896771360129e-12       7.367906898933e-15       9.812489376635e-14       4.297245216686e-15       1.119380464097e-15 
  469       2.836941074765e-10       1.713147396330e-12      -9.894004296392e-12       7.394420268830e-15       9.739636411640e-14       4.181182122543e-15       1.104607064107e-15 
  470       2.851110741390e-10       1.690256689958e-12      -9.886630599024e-12       7.421016920427e-15       9.667416569793e-14       4.068017506342e-15       1.089834846184e-15 
  471       2.865245491073e-10       1.667466183870e-12      -9.874687434053e-12       7.447693961597e-15       9.595828121109e-14       3.957725101823e-15       1.075064928925e-15 
  472       2.879339760473e-10       1.644786426827e-12      -9.858213320921e-12       7.474448443866e-15       9.524869111663e-14       3.850277607297e-15       1.060298433307e-15 
  473       2.893387903681e-10       1.622228104933e-12      -9.837248140896e-12       7.501277362099e-15       9.454537361965e-14       3.745646679012e-15       1.045536482660e-15 
  474       2.907384191808e-10       1.599802042258e-12      -9.811833145475e-12       7.528177654179e-15       9.384830465333e-14       3.643802924519e-15       1.030780202629e-15 
  475       2.921322812566e-10       1.577519201471e-12      -9.782010964795e-12       7.555146200700e-15       9.315745786275e-14       3.544715896040e-15       1.016030721144e-15 
  476       2.935197869859e-10       1.555390684464e-12      -9.747825616033e-12       7.582179824645e-15       9.247280458860e-14       3.448354083827e-15       1.001289168386e-15 
  477       2.949003383366e-10       1.533427732986e-12      -9.709322511820e-12       7.609275291074e-15       9.179431385102e-14       3.354684909534e-15       9.865566767556e-16 
  478       2.962733288129e-10       1.511641729265e-12      -9.666548468643e-12       7.636429306806e-15       9.112195233330e-14       3.263674719580e-15       9.718343808407e-16 
  479       2.976381434136e-10       1.490044196643e-12      -9.619551715253e-12       7.663638520109e-15       9.045568436567e-14       3.175288778515e-15       9.571234173817e-16 
  480       2.989941585909e-10       1.468646800198e-12      -9.568381901073e-12       7.690899520378e-15       8.979547190906e-14       3.089491262383e-15       9.424249252402e-16 
  481       3.003407422091e-10       1.447461347377e-12      -9.513090104601e-12       7.718208837826e-15       8.914127453891e-14       3.006245252095e-15       9.277400453661e-16 
  482       3.016772535028e-10       1.426499788623e-12      -9.453728841823e-12       7.745562943163e-15       8.849304942887e-14       2.925512726784e-15       9.130699207653e-16 
  483       3.030030430361e-10       1.405774218004e-12      -9.390352074612e-12       7.772958247285e-15       8.785075133461e-14       2.847254557181e-15       8.984156964661e-16 
  484       3.043174526604e-10       1.385296873839e-12      -9.323015219143e-12       7.800391100958e-15       8.721433257756e-14       2.771430498972e-15       8.837785194875e-16 
  485       3.056198154737e-10       1.365080139330e-12      -9.251775154292e-12       7.827857794501e-15       8.658374302872e-14       2.697999186169e-15       8.691595388058e-16 
  486       3.069094557789e-10       1.345136543189e-12      -9.176690230047e-12       7.855354557472e-15       8.595893009237e-14       2.626918124476e-15       8.545599053223e-16 
  487       3.081856890425e-10       1.325478760264e-12      -9.097820275915e-12       7.882877558353e-15       8.533983868989e-14       2.558143684648e-15       8.399807718306e-16 
  488       3.094478218528e-10       1.306119612171e-12      -9.015226609327e-12       7.910422904233e-15       8.472641124347e-14       2.491631095865e-15       8.254232929837e-16 
  489       3.106951518790e-10       1.287072067920e-12      -8.928972044044e-12       7.937986640494e-15       8.411858765994e-14       2.427334439093e-15       8.108886252615e-16 
  490       3.119269678297e-10       1.268349244547e-12      -8.839120898568e-12       7.965564750499e-15       8.351630531450e-14       2.365206640449e-15       7.963779269380e-16 
  491       3.131425494113e-10       1.249964407737e-12      -8.745739004543e-12       7.993153155268e-15       8.291949903446e-14       2.305199464569e-15       7.818923580487e-16 
  492       3.143411672865e-10       1.231930972456e-12      -8.648893715165e-12       8.020747713172e-15       8.232810108309e-14       2.247263507973e-15       7.674330803581e-16 
  493       3.155220830333e-10       1.214262503579e-12      -8.548653913590e-12       8.048344219613e-15       8.174204114328e-14       2.191348192429e-15       7.530012573265e-16 
  494       3.166845491032e-10       1.196972716518e-12      -8.445090021336e-12       8.075938406710e-15       8.116124630140e-14       2.137401758321e-15       7.385980540778e-16 
  495       3.178278087802e-10       1.180075477851e-12      -8.338274006695e-12       8.103525942983e-15       8.058564103103e-14       2.085371258012e-15       7.242246373667e-16 
  496       3.189510961389e-10       1.163584805949e-12      -8.228279393137e-12       8.131102433037e-15       8.001514717669e-14       2.035202549212e-15       7.098821755459e-16 
  497       3.200536360035e-10       1.147514871607e-12      -8.115181267716e-12       8.158663417249e-15       7.944968393767e-14       1.986840288343e-15       6.955718385334e-16 
  498       3.211346439062e-10       1.131879998669e-12      -7.999056289478e-12       8.186204371452e-15       7.888916785177e-14       1.940227923901e-15       6.812947977800e-16 
  499       3.221933260457e-10       1.116694664660e-12      -7.879982697869e-12       8.213720706619e-15       7.833351277906e-14       1.895307689830e-15       6.670522262365e-16 
  500       3.232288792461e-10       1.101973501410e-12      -7.758040321139e-12       8.241207768546e-15       7.778262988563e-14       1.852020598877e-15       6.528452983212e-16 
  501       3.242404909152e-10       1.087731295689e-12      -7.633310584749e-12       8.268660837543e-15       7.723642762742e-14       1.810306435967e-15       6.386751898867e-16 
  502       3.252273390034e-10       1.073982989828e-12      -7.505876519781e-12       8.296075128111e-15       7.669481173391e-14       1.770103751561e-15       6.245430781878e-16 
  503       3.261885919618e-10       1.060743682352e-12      -7.375822771341e-12       8.323445788631e-15       7.615768519194e-14       1.731349855029e-15       6.104501418487e-16 
  504       3.271234087014e-10       1.048028628610e-12      -7.243235606966e-12       8.350767901048e-15       7.562494822944e-14       1.693980808007e-15       5.963975608300e-16 
  505       3.280310623992e-10       1.035851420010e-12      -7.108199956337e-12       8.378036838934e-15       7.509651442026e-14       1.657941163378e-15       5.823864986410e-16 
  506       3.289113159254e-10       1.024218462781e-12      -6.970790419531e-12       8.405249353651e-15       7.457235954163e-14       1.623213504214e-15       5.684180484791e-16 
  507       3.297640571504e-10       1.013134341393e-12      -6.831080016295e-12       8.432402518859e-15       7.405247409226e-14       1.589789742742e-15       5.544932854743e-16 
  508       3.305891760917e-10       1.002603625329e-12      -6.689143138310e-12       8.459493374819e-15       7.353684728989e-14       1.557661449648e-15       5.406132842632e-16 
  509       3.313865649308e-10       9.926308688635e-13      -6.545055556202e-12       8.486518928247e-15       7.302546706268e-14       1.526819852010e-15       5.267791189478e-16 
  510       3.321561180295e-10       9.832206108310e-13      -6.398894426558e-12       8.513476152167e-15       7.251832004053e-14       1.497255831250e-15       5.129918630548e-16 
  511       3.328977319473e-10       9.743773744016e-13      -6.250738298937e-12       8.540361985764e-15       7.201539154642e-14       1.468959921070e-15       4.992525894945e-16 
  512       3.336113054575e-10       9.661056668529e-13      -6.100667122879e-12       8.567173334239e-15       7.151666558774e-14       1.441922305398e-15       4.855623705194e-16 
  513       3.342967395644e-10       9.584099793440e-13      -5.948762254924e-12       8.593907068657e-15       7.102212484765e-14       1.416132816327e-15       4.719222776837e-16 
  514       3.349539375200e-10       9.512947866880e-13      -5.795106465621e-12       8.620560025806e-15       7.053175067639e-14       1.391580932060e-15       4.583333818020e-16 
  515       3.355828048405e-10       9.447645471252e-13      -5.639783946541e-12       8.647129008046e-15       7.004552308263e-14       1.368255774850e-15       4.447967529083e-16 
  516       3.361832493233e-10       9.388237020962e-13      -5.482880317288e-12       8.673610783163e-15       6.956342072482e-14       1.346146108944e-15       4.313134602152e-16 
  517       3.367551810637e-10       9.334766760151e-13      -5.324482632516e-12       8.700002084223e-15       6.908542090248e-14       1.325240338525e-15       4.178845720724e-16 
  518       3.372985124716e-10       9.287278760424e-13      -5.164679388936e-12       8.726299609424e-15       6.861149954761e-14       1.305526505652e-15       4.045111559262e-16 
  519       3.378131582882e-10       9.245816918581e-13      -5.003560532333e-12       8.752500021950e-15       6.814163121596e-14       1.286992288208e-15       3.911942782781e-16 
  520       3.382990356029e-10       9.210424954349e-13      -4.841217464576e-12       8.778599949824e-15       6.767578907841e-14       1.269624997833e-15       3.779350046440e-16 
  521       3.387560638701e-10       9.181146408113e-13      -4.677743050633e-12       8.804595985757e-15       6.721394491229e-14       1.253411577876e-15       3.647343995132e-16 
  522       3.391841649257e-10       9.158024638647e-13      -4.513231625581e-12       8.830484687009e-15       6.675606909272e-14       1.238338601331e-15       3.515935263072e-16 
  523       3.395832630040e-10       9.141102820840e-13      -4.347779001619e-12       8.856262575235e-15       6.630213058394e-14       1.224392268781e-15       3.385134473387e-16 
  524       3.399532847545e-10       9.130423943434e-13      -4.181482475083e-12       8.881926136340e-15       6.585209693067e-14       1.211558406341e-15       3.254952237707e-16 
  525       3.402941592586e-10       9.126030806751e-13      -4.014440833457e-12       8.907471820335e-15       6.540593424942e-14       1.199822463599e-15       3.125399155756e-16 
  526       3.406058180463e-10       9.127966020424e-13      -3.846754362382e-12       8.932896041186e-15       6.496360721984e-14       1.189169511559e-15       2.996485814936e-16 
  527       3.408881951131e-10       9.136272001130e-13      -3.678524852677e-12       8.958195176669e-15       6.452507907606e-14       1.179584240583e-15       2.868222789926e-16 
  528       3.411412269365e-10       9.150990970315e-13      -3.509855607343e-12       8.983365568221e-15       6.409031159802e-14       1.171050958335e-15       2.740620642263e-16 
  529       3.413648524932e-10       9.172164951933e-13      -3.340851448580e-12       9.008403520798e-15       6.365926510282e-14       1.163553587718e-15       2.613689919937e-16 
  530       3.415590132753e-10       9.199835770171e-13      -3.171618724800e-12       9.033305302723e-15       6.323189843604e-14       1.157075664824e-15       2.487441156978e-16 
  531       3.417236533075e-10       9.234045047181e-13      -3.002265317637e-12       9.058067145540e-15       6.280816896309e-14       1.151600336868e-15       2.361884873048e-16 
  532       3.418587191635e-10       9.274834200813e-13      -2.832900648961e-12       9.082685243869e-15       6.238803256054e-14       1.147110360139e-15       2.237031573030e-16 
  533       3.419641599830e-10       9.322244442342e-13      -2.663635687891e-12       9.107155755258e-15       6.197144360746e-14       1.143588097932e-15       2.112891746617e-16 
  534       3.420399274886e-10       9.376316774204e-13      -2.494582957807e-12       9.131474800035e-15       6.155835497676e-14       1.141015518502e-15       1.989475867903e-16 
  535       3.420859760021e-10       9.437091987721e-13      -2.325856543364e-12       9.155638461163e-15       6.114871802652e-14       1.139374192994e-15       1.866794394972e-16 
  536       3.421022624614e-10       9.504610660836e-13      -2.157572097500e-12       9.179642784089e-15       6.074248259135e-14       1.138645293396e-15       1.744857769487e-16 
  537       3.420887464377e-10       9.578913155843e-13      -1.989846848455e-12       9.203483776605e-15       6.033959697369e-14       1.138809590475e-15       1.623676416282e-16 
  538       3.420453901516e-10       9.660039617117e-13      -1.822799606778e-12       9.227157408692e-15       5.994000793518e-14       1.139847451720e-15       1.503260742950e-16 
  539       3.419721584902e-10       9.748029968844e-13      -1.656550772345e-12       9.250659612378e-15       5.954366068796e-14       1.141738839286e-15       1.383621139434e-16 
  540       3.418690190239e-10       9.842923912754e-13      -1.491222341366e-12       9.273986281591e-15       5.915049888607e-14       1.144463307936e-15       1.264767977616e-16 
  541       3.417359420231e-10       9.944760925851e-13      -1.326937913401e-12       9.297133272011e-15       5.876046461671e-14       1.148000002981e-15       1.146711610907e-16 
  542       3.415729004747e-10       1.005358025814e-12      -1.163822698371e-12       9.320096400921e-15       5.837349839165e-14       1.152327658224e-15       1.029462373835e-16 
  543       3.413798700993e-10       1.016942093038e-12      -1.002003523574e-12       9.342871447065e-15       5.798953913851e-14       1.157424593904e-15       9.130305816395e-17 
  544       3.411568848395e-10       1.029230722632e-12      -8.415970992900e-13       9.365454704580e-15       5.760853371221e-14       1.163271309861e-15       7.974250611833e-17 
  545       3.409042049241e-10       1.042220474755e-12      -6.826744562630e-13       9.387844661400e-15       5.723046572656e-14       1.169858345493e-15       6.826487013301e-17 
  546       3.406221533344e-10       1.055906317826e-12      -5.252955704356e-13       9.410040365475e-15       5.685532747708e-14       1.177178626064e-15       5.687027826911e-17 
  547       3.403110607781e-10       1.070283067618e-12      -3.695210205166e-13       9.432040874830e-15       5.648311048589e-14       1.185224885504e-15       4.555884345242e-17 
  548       3.399712657287e-10       1.085345386446e-12      -2.154119902401e-13       9.453845257641e-15       5.611380549696e-14       1.193989665401e-15       3.433066337296e-17 
  549       3.396031144646e-10       1.101087782350e-12      -6.303027062643e-14       9.475452592313e-15       5.574740247125e-14       1.203465313989e-15       2.318582038446e-17 
  550       3.392069611082e-10       1.117504608286e-12       8.756173775789e-14       9.496861967555e-15       5.538389058192e-14       1.213643985147e-15       1.212438140395e-17 
  551       3.387831676654e-10       1.134590061305e-12       2.363010225399e-13       9.518072482462e-15       5.502325820950e-14       1.224517637389e-15       1.146397811252e-18 
  552       3.383321040645e-10       1.152338181745e-12       3.831239572797e-13       9.539083246588e-15       5.466549293711e-14       1.236078032856e-15      -9.748094651460e-18 
  553       3.378541481956e-10       1.170742852412e-12       5.279662992106e-13       9.559893380025e-15       5.431058154565e-14       1.248316736309e-15      -2.055907598013e-17 
  554       3.373496859496e-10       1.189797797772e-12       6.707631869785e-13       9.580502013479e-15       5.395851000897e-14       1.261225114122e-15      -3.128654200930e-17 
  555       3.368191112577e-10       1.209496583132e-12       8.114491383818e-13       9.600908288351e-15       5.360926348904e-14       1.274794333275e-15      -4.193050451254e-17 
  556       3.362628261304e-10       1.229832613827e-12       9.499580481111e-13       9.621111356809e-15       5.326282633122e-14       1.289015360346e-15      -5.249099130296e-17 
  557       3.356812406967e-10       1.250799134406e-12       1.086223185489e-12       9.641110381870e-15       5.291918205937e-14       1.303878960504e-15      -6.296804633364e-17 
  558       3.350747732435e-10       1.272389227821e-12       1.220177192209e-12       9.660904537474e-15       5.257831337107e-14       1.319375696502e-15      -7.336172979809e-17 
  559       3.344438502544e-10       1.294595814608e-12       1.351752080078e-12       9.680493008564e-15       5.224020213282e-14       1.335495927669e-15      -8.367211823077e-17 
  560       3.337889064495e-10       1.317411652077e-12       1.480879228751e-12       9.699874991159e-15       5.190482937521e-14       1.352229808902e-15      -9.389930460748e-17 
  561       3.331103848241e-10       1.340829333495e-12       1.607489383477e-12       9.719049692437e-15       5.157217528814e-14       1.369567289661e-15      -1.040433984459e-16 
  562       3.324087366880e-10       1.364841287275e-12       1.731512652833e-12       9.738016330809e-15       5.124221921598e-14       1.387498112960e-15      -1.141045259059e-16 
  563       3.316844217049e-10       1.389439776160e-12       1.852878506469e-12       9.756774135996e-15       5.091493965278e-14       1.406011814359e-15      -1.240828298903e-16 
  564       3.309379079317e-10       1.414616896407e-12       1.971515772843e-12       9.775322349107e-15       5.059031423745e-14       1.425097720958e-15      -1.339784701451e-16 
  565       3.301696718570e-10       1.440364576980e-12       2.087352636964e-12       9.793660222717e-15       5.026831974895e-14       1.444744950391e-15      -1.437916233599e-16 
  566       3.293801984413e-10       1.466674578727e-12       2.200316638129e-12       9.811787020943e-15       4.994893210149e-14       1.464942409814e-15      -1.535224832686e-16 
  567       3.285699811554e-10       1.493538493572e-12       2.310334667667e-12       9.829702019523e-15       4.963212633972e-14       1.485678794902e-15      -1.631712607496e-16 
  568       3.277395220201e-10       1.520947743699e-12       2.417332966673e-12       9.847404505892e-15       4.931787663391e-14       1.506942588841e-15      -1.727381839265e-16 
  569       3.268893316451e-10       1.548893580739e-12       2.521237123753e-12       9.864893779259e-15       4.900615627515e-14       1.528722061319e-15      -1.822234982685e-16 
  570       3.260199292684e-10       1.577367084955e-12       2.621972072761e-12       9.882169150684e-15       4.869693767053e-14       1.551005267520e-15      -1.916274666907e-16 
  571       3.251318427954e-10       1.606359164426e-12       2.719462090539e-12       9.899229943157e-15       4.839019233834e-14       1.573780047116e-15      -2.009503696547e-16 
  572       3.242256088382e-10       1.635860554239e-12       2.813630794656e-12       9.916075491677e-15       4.808589090327e-14       1.597034023259e-15      -2.101925052691e-16 
  573       3.233017727546e-10       1.665861815668e-12       2.904401141152e-12       9.932705143322e-15       4.778400309158e-14       1.620754601577e-15      -2.193541893901e-16 
  574       3.223608886877e-10       1.696353335365e-12       2.991695422271e-12       9.949118257335e-15       4.748449772630e-14       1.644928969162e-15      -2.284357557215e-16 
  575       3.214035196046e-10       1.727325324543e-12       3.075435264205e-12       9.965314205194e-15       4.718734272240e-14       1.669544093566e-15      -2.374375559156e-16 
  576       3.204302373361e-10       1.758767818163e-12       3.155541624835e-12       9.981292370697e-15       4.689250508205e-14       1.694586721793e-15      -2.463599596735e-16 
  577       3.194416226154e-10       1.790670674121e-12       3.231934791467e-12       9.997052150030e-15       4.659995088970e-14       1.720043379289e-15      -2.552033548455e-16 
  578       3.184382651179e-10       1.823023572432e-12       3.304534378573e-12       1.001259295185e-14       4.630964530739e-14       1.745900368940e-15      -2.639681475318e-16 
  579       3.174207634998e-10       1.855816014418e-12       3.373259325533e-12       1.002791419737e-14       4.602155256983e-14       1.772143770060e-15      -2.726547621828e-16 
  580       3.163897254377e-10       1.889037321892e-12       3.438027894370e-12       1.004301532041e-14       4.573563597968e-14       1.798759437384e-15      -2.812636416994e-16 
  581       3.153457676678e-10       1.922676636346e-12       3.498757667496e-12       1.005789576752e-14       4.545185790269e-14       1.825733000065e-15      -2.897952475339e-16 
  582       3.142895160248e-10       1.956722918135e-12       3.555365545446e-12       1.007255499799e-14       4.517017976291e-14       1.853049860661e-15      -2.982500597899e-16 
  583       3.132215782936e-10       1.991164875191e-12       3.607781049261e-12       1.008699285947e-14       4.489056783765e-14       1.880696970094e-15      -3.066283309001e-16 
  584       3.121424619394e-10       2.025990748851e-12       3.655986597277e-12       1.010121072464e-14       4.461301081134e-14       1.908668203270e-15      -3.149293396933e-16 
  585       3.110526543994e-10       2.061188521071e-12       3.699978230048e-12       1.011521038306e-14       4.433750265069e-14       1.936959115759e-15      -3.231521188913e-16 
  586       3.099526501147e-10       2.096745983578e-12       3.739752399185e-12       1.012899366848e-14       4.406403684185e-14       1.965565179607e-15      -3.312956998588e-16 
  587       3.088429505597e-10       2.132650737030e-12       3.775305969786e-12       1.014256245903e-14       4.379260638764e-14       1.994481782952e-15      -3.393591126174e-16 
  588       3.077240642715e-10       2.168890190177e-12       3.806636222862e-12       1.015591867748e-14       4.352320380477e-14       2.023704229645e-15      -3.473413858589e-16 
  589       3.065965068799e-10       2.205451559027e-12       3.833740857769e-12       1.016906429138e-14       4.325582112110e-14       2.053227738865e-15      -3.552415469594e-16 
  590       3.054608011370e-10       2.242321865999e-12       3.856617994636e-12       1.018200131331e-14       4.299044987286e-14       2.083047444742e-15      -3.630586219923e-16 
  591       3.043174769463e-10       2.279487939091e-12       3.875266176793e-12       1.019473180110e-14       4.272708110188e-14       2.113158395972e-15      -3.707916357426e-16 
  592       3.031670713930e-10       2.316936411038e-12       3.889684373203e-12       1.020725785802e-14       4.246570535281e-14       2.143555555439e-15      -3.784396117198e-16 
  593       3.020101287733e-10       2.354653718474e-12       3.899871980887e-12       1.021958163298e-14       4.220631267042e-14       2.174233799831e-15      -3.860015721720e-16 
  594       3.008472006241e-10       2.392626101091e-12       3.905828827354e-12       1.023170532077e-14       4.194889259675e-14       2.205187919257e-15      -3.934765380994e-16 
  595       2.996788457523e-10       2.430839600806e-12       3.907555173033e-12       1.024363116224e-14       4.169343416841e-14       2.236412616871e-15      -4.008635292678e-16 
  596       2.985056302650e-10       2.469280060913e-12       3.905051713699e-12       1.025536144454e-14       4.143992591376e-14       2.267902508487e-15      -4.081615642224e-16 
  597       2.973281275986e-10       2.507933125253e-12       3.898319582902e-12       1.026689850128e-14       4.118835585020e-14       2.299652122197e-15      -4.153696603012e-16 
  598       2.961469185490e-10       2.546784237371e-12       3.887360354398e-12       1.027824471282e-14       4.093871148137e-14       2.331655897992e-15      -4.224868336487e-16 
  599       2.949625913005e-10       2.585818639676e-12       3.872176044576e-12       1.028940250638e-14       4.069097979439e-14       2.363908187378e-15      -4.295120992297e-16 
  600       2.937757414558e-10       2.625021372605e-12       3.852769114888e-12       1.030037435633e-14       4.044514725710e-14       2.396403252997e-15      -4.364444708425e-16 
  601       2.925869720660e-10       2.664377273782e-12       3.829142474278e-12       1.031116278438e-14       4.020119981529e-14       2.429135268245e-15      -4.432829611331e-16 
  602       2.913968936595e-10       2.703870977180e-12       3.801299481609e-12       1.032177035975e-14       3.995912288994e-14       2.462098316888e-15      -4.500265816080e-16 
  603       2.902061242720e-10       2.743486912284e-12       3.769243948097e-12       1.033219969944e-14       3.971890137445e-14       2.495286392687e-15      -4.566743426488e-16 
  604       2.890152894761e-10       2.783209303247e-12       3.732980139734e-12       1.034245346839e-14       3.948051963188e-14       2.528693399007e-15      -4.632252535248e-16 
  605       2.878250224111e-10       2.823022168057e-12       3.692512779720e-12       1.035253437971e-14       3.924396149217e-14       2.562313148445e-15      -4.696783224076e-16 
  606       2.866359638123e-10       2.862909317694e-12       3.647847050892e-12       1.036244519490e-14       3.900921024940e-14       2.596139362444e-15      -4.760325563837e-16 
  607       2.854487620406e-10       2.902854355293e-12       3.598988598153e-12       1.037218872404e-14       3.877624865900e-14       2.630165670911e-15      -4.822869614692e-16 
  608       2.842640731126e-10       2.942840675306e-12       3.545943530901e-12       1.038176782601e-14       3.854505893500e-14       2.664385611838e-15      -4.884405426223e-16 
  609       2.830825607296e-10       2.982851462661e-12       3.488718425456e-12       1.039118540870e-14       3.831562274726e-14       2.698792630918e-15      -4.944923037578e-16 
  610       2.819048963078e-10       3.022869691922e-12       3.427320327491e-12       1.040044442922e-14       3.808792121870e-14       2.733380081167e-15      -5.004412477604e-16 
  611       2.807317590074e-10       3.062878126457e-12       3.361756754462e-12       1.040954789410e-14       3.786193492256e-14       2.768141222539e-15      -5.062863764980e-16 
  612       2.795638357627e-10       3.102859317590e-12       3.292035698035e-12       1.041849885951e-14       3.763764387957e-14       2.803069221547e-15      -5.120266908358e-16 
  613       2.784018213114e-10       3.142795603768e-12       3.218165626514e-12       1.042730043146e-14       3.741502755528e-14       2.838157150882e-15      -5.176611906498e-16 
  614       2.772464182243e-10       3.182669109721e-12       3.140155487273e-12       1.043595576603e-14       3.719406485721e-14       2.873397989027e-15      -5.231888748401e-16 
  615       2.760983369350e-10       3.222461745622e-12       3.058014709183e-12       1.044446806955e-14       3.697473413212e-14       2.908784619884e-15      -5.286087413448e-16 
  616       2.749582957693e-10       3.262155206250e-12       2.971753205043e-12       1.045284059885e-14       3.675701316326e-14       2.944309832383e-15      -5.339197871537e-16 
  617       2.738270209754e-10       3.301730970148e-12       2.881381374004e-12       1.046107666140e-14       3.654087916758e-14       2.979966320108e-15      -5.391210083215e-16 
  618       2.727052467526e-10       3.341170298790e-12       2.786910104005e-12       1.046917961561e-14       3.632630879296e-14       3.015746680913e-15      -5.442113999820e-16 
  619       2.715937152818e-10       3.380454235733e-12       2.688350774197e-12       1.047715287098e-14       3.611327811547e-14       3.051643416539e-15      -5.491899563611e-16 
  620       2.704931767547e-10       3.419563605788e-12       2.585715257373e-12       1.048499988830e-14       3.590176263659e-14       3.087648932236e-15      -5.540556707909e-16 
  621       2.694043894033e-10       3.458479014175e-12       2.479015922397e-12       1.049272417992e-14       3.569173728044e-14       3.123755536378e-15      -5.588075357229e-16 
  622       2.683280412661e-10       3.497182322540e-12       2.368272504626e-12       1.050032924547e-14       3.548318003340e-14       3.159954525066e-15      -5.634448658877e-16 
  623       2.672645134122e-10       3.535661116684e-12       2.253532888971e-12       1.050781837721e-14       3.527608296210e-14       3.196233413157e-15      -5.679682760579e-16 
  624       2.662141112286e-10       3.573904341830e-12       2.134852818488e-12       1.051519485052e-14       3.507044144804e-14       3.232578637615e-15      -5.723787262166e-16 
  625       2.651771421882e-10       3.611900834871e-12       2.012289075006e-12       1.052246198818e-14       3.486625056698e-14       3.268976465996e-15      -5.766772005981e-16 
  626       2.641539158544e-10       3.649639323981e-12       1.885899483677e-12       1.052962316050e-14       3.466350508730e-14       3.305412995783e-15      -5.808647078022e-16 
  627       2.631447438866e-10       3.687108428238e-12       1.755742917537e-12       1.053668178554e-14       3.446219946834e-14       3.341874153719e-15      -5.849422809070e-16 
  628       2.621499400462e-10       3.724296657238e-12       1.621879302058e-12       1.054364132930e-14       3.426232785876e-14       3.378345695145e-15      -5.889109775836e-16 
  629       2.611698202010e-10       3.761192410718e-12       1.484369619710e-12       1.055050530588e-14       3.406388409494e-14       3.414813203334e-15      -5.927718802090e-16 
  630       2.602047023316e-10       3.797783978171e-12       1.343275914507e-12       1.055727727771e-14       3.386686169932e-14       3.451262088826e-15      -5.965260959800e-16 
  631       2.592549065361e-10       3.834059538467e-12       1.198661296573e-12       1.056396085570e-14       3.367125387875e-14       3.487677588766e-15      -6.001747570273e-16 
  632       2.583207550356e-10       3.870007159471e-12       1.050589946691e-12       1.057055969948e-14       3.347705352286e-14       3.524044766233e-15      -6.037190205285e-16 
  633       2.574025721800e-10       3.905614797659e-12       8.991271208620e-13       1.057707751754e-14       3.328425320246e-14       3.560348509582e-15      -6.071600688221e-16 
  634       2.565006844527e-10       3.940870297740e-12       7.443391548590e-13       1.058351806744e-14       3.309284516784e-14       3.596573531775e-15      -6.104991095215e-16 
  635       2.556154204766e-10       3.975761392271e-12       5.862934687845e-13       1.058988515599e-14       3.290282134717e-14       3.632704369720e-15      -6.137373756279e-16 
  636       2.547471110192e-10       4.010275701280e-12       4.250585716249e-13       1.059618263948e-14       3.271417334486e-14       3.668725383600e-15      -6.168761256449e-16 
  637       2.538960889981e-10       4.044400731880e-12       2.607040658072e-13       1.060241442381e-14       3.252689243993e-14       3.704620756217e-15      -6.199166436916e-16 
  638       2.530626894861e-10       4.078123877890e-12       9.330065175444e-14       1.060858446472e-14       3.234096958433e-14       3.740374492318e-15      -6.228602396162e-16 
  639       2.522472497171e-10       4.111432419451e-12      -7.707986755840e-14       1.061469676795e-14       3.215639540135e-14       3.775970417937e-15      -6.257082491101e-16 
  640       2.514501090911e-10       4.144313522649e-12      -2.503645820486e-13       1.062075538949e-14       3.197316018399e-14       3.811392179728e-15      -6.284620338215e-16 
  641       2.506716091795e-10       4.176754239130e-12      -4.264794699700e-13       1.062676443567e-14       3.179125389327e-14       3.846623244299e-15      -6.311229814687e-16 
  642       2.499120937309e-10       4.208741505717e-12      -6.053493933569e-13       1.063272806346e-14       3.161066615663e-14       3.881646897550e-15      -6.336925059542e-16 
  643       2.491719086762e-10       4.240262144033e-12      -7.868980934686e-13       1.063865048058e-14       3.143138626628e-14       3.916446244005e-15      -6.361720474782e-16 
  644       2.484514021340e-10       4.271302860117e-12      -9.710481862332e-13       1.064453594571e-14       3.125340317757e-14       3.951004206150e-15      -6.385630726522e-16 
  645       2.477509244162e-10       4.301850244042e-12      -1.157721157692e-12       1.065038876870e-14       3.107670550736e-14       3.985303523768e-15      -6.408670746131e-16 
  646       2.470708280329e-10       4.331890769535e-12      -1.346837359444e-12       1.065621331075e-14       3.090128153236e-14       4.019326753271e-15      -6.430855731362e-16 
  647       2.464114676984e-10       4.361410793593e-12      -1.538316004090e-12       1.066201398457e-14       3.072711918751e-14       4.053056267040e-15      -6.452201147495e-16 
