# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1234       1.178338148176e-10       3.108276562369e-12       5.426559723846e-13       1.241601388545e-14       2.628261256364e-15       2.033105966172e-16      -7.950122805425e-17 
 1235       1.172878811592e-10       3.131849998648e-12       5.117892704802e-13       1.240447843143e-14       2.619787526338e-15       2.069351138188e-16      -8.035834443167e-17 
 1236       1.167458512010e-10       3.155291477585e-12       4.790210559638e-13       1.239290872963e-14       2.611347251130e-15       2.105844709517e-16      -8.120045813890e-17 
 1237       1.162079095690e-10       3.178588966845e-12       4.443669532106e-13       1.238130763245e-14       2.602940242261e-15       2.142601151534e-16      -8.202737919803e-17 
 1238       1.156742419572e-10       3.201730360422e-12       4.078427308178e-13       1.236967801029e-14       2.594566308684e-15       2.179635025093e-16      -8.283891679525e-17 
 1239       1.151450351303e-10       3.224703478494e-12       3.694643019247e-13       1.235802275165e-14       2.586225256767e-15       2.216960980707e-16      -8.363487927945e-17 
 1240       1.146204769252e-10       3.247496067277e-12       3.292477245329e-13       1.234634476308e-14       2.577916890297e-15       2.254593758723e-16      -8.441507416078e-17 
 1241       1.141007562534e-10       3.270095798878e-12       2.872092018251e-13       1.233464696932e-14       2.569641010467e-15       2.292548189505e-16      -8.517930810926e-17 
 1242       1.135860631027e-10       3.292490271152e-12       2.433650824859e-13       1.232293231323e-14       2.561397415874e-15       2.330839193610e-16      -8.592738695336e-17 
 1243       1.130765885396e-10       3.314667007555e-12       1.977318610206e-13       1.231120375590e-14       2.553185902507e-15       2.369481781966e-16      -8.665911567859e-17 
 1244       1.125725247114e-10       3.336613456996e-12       1.503261780759e-13       1.229946427668e-14       2.545006263748e-15       2.408491056053e-16      -8.737429842608e-17 
 1245       1.120740648480e-10       3.358316993696e-12       1.011648207588e-13       1.228771687315e-14       2.536858290359e-15       2.447882208077e-16      -8.807273849121e-17 
 1246       1.115813806135e-10       3.379766095986e-12       5.026746331315e-14       1.227596438777e-14       2.528741790160e-15       2.487663671230e-16      -8.875428148852e-17 
 1247       1.110945538670e-10       3.400953898138e-12      -2.335076302861e-15       1.226420898522e-14       2.520656647308e-15       2.527816482129e-16      -8.941894540383e-17 
 1248       1.106136441054e-10       3.421874679916e-12      -5.660899548949e-14       1.225245266898e-14       2.512602763699e-15       2.568314676602e-16      -9.006679206516e-17 
 1249       1.101387110415e-10       3.442522691356e-12      -1.125202380434e-13       1.224069745423e-14       2.504580039348e-15       2.609132117298e-16      -9.069788411670e-17 
 1250       1.096698146043e-10       3.462892152711e-12      -1.700344936264e-13       1.222894536791e-14       2.496588372382e-15       2.650242493337e-16      -9.131228502069e-17 
 1251       1.092070149395e-10       3.482977254395e-12      -2.291171972340e-13       1.221719844870e-14       2.488627659037e-15       2.691619319956e-16      -9.191005905939e-17 
 1252       1.087503724095e-10       3.502772156930e-12      -2.897335286638e-13       1.220545874708e-14       2.480697793651e-15       2.733235938162e-16      -9.249127133696e-17 
 1253       1.082999475940e-10       3.522270990890e-12      -3.518484119844e-13       1.219372832533e-14       2.472798668661e-15       2.775065514383e-16      -9.305598778141e-17 
 1254       1.078558012902e-10       3.541467856850e-12      -4.154265150039e-13       1.218200925756e-14       2.464930174600e-15       2.817081040111e-16      -9.360427514652e-17 
 1255       1.074179945128e-10       3.560356825325e-12      -4.804322487384e-13       1.217030362973e-14       2.457092200086e-15       2.859255331557e-16      -9.413620101375e-17 
 1256       1.069865884951e-10       3.578931936721e-12      -5.468297668807e-13       1.215861353966e-14       2.449284631826e-15       2.901561029301e-16      -9.465183379417e-17 
 1257       1.065616446883e-10       3.597187201278e-12      -6.145829652687e-13       1.214694109710e-14       2.441507354602e-15       2.943970597935e-16      -9.515124273039e-17 
 1258       1.061432247627e-10       3.615116599017e-12      -6.836554813543e-13       1.213528842368e-14       2.433760251273e-15       2.986456325720e-16      -9.563449789848e-17 
 1259       1.057313906075e-10       3.632714079682e-12      -7.540106936719e-13       1.212365765300e-14       2.426043202768e-15       3.028990324232e-16      -9.610167020986e-17 
 1260       1.053262043313e-10       3.649973562690e-12      -8.256117213068e-13       1.211205093058e-14       2.418356088079e-15       3.071544528010e-16      -9.655283141329e-17 
 1261       1.049277282622e-10       3.666888937071e-12      -8.984214233640e-13       1.210047041398e-14       2.410698784260e-15       3.114090694208e-16      -9.698805409671e-17 
 1262       1.045360249484e-10       3.683454061419e-12      -9.724023984368e-13       1.208891827272e-14       2.403071166419e-15       3.156600402244e-16      -9.740741168925e-17 
 1263       1.041511571585e-10       3.699662763835e-12      -1.047516984075e-12       1.207739668836e-14       2.395473107717e-15       3.199045053448e-16      -9.781097846307e-17 
 1264       1.037731878814e-10       3.715508841869e-12      -1.123727256255e-12       1.206590785453e-14       2.387904479357e-15       3.241395870714e-16      -9.819882953535e-17 
 1265       1.034021803271e-10       3.730986062471e-12      -1.200995028845e-12       1.205445397690e-14       2.380365150587e-15       3.283623898147e-16      -9.857104087017e-17 
 1266       1.030381979267e-10       3.746088161934e-12      -1.279281853078e-12       1.204303727327e-14       2.372854988688e-15       3.325700000714e-16      -9.892768928045e-17 
 1267       1.026813043331e-10       3.760808845839e-12      -1.358549017018e-12       1.203165997353e-14       2.365373858973e-15       3.367594863890e-16      -9.926885242986e-17 
 1268       1.023315634206e-10       3.775141789000e-12      -1.438757545027e-12       1.202032431972e-14       2.357921624784e-15       3.409278993316e-16      -9.959460883477e-17 
 1269       1.019890392859e-10       3.789080635411e-12      -1.519868197237e-12       1.200903256604e-14       2.350498147481e-15       3.450722714437e-16      -9.990503786613e-17 
 1270       1.016537962482e-10       3.802618998189e-12      -1.601841469017e-12       1.199778697887e-14       2.343103286443e-15       3.491896172160e-16      -1.002002197514e-16 
 1271       1.013258988494e-10       3.815750459523e-12      -1.684637590441e-12       1.198658983679e-14       2.335736899062e-15       3.532769330502e-16      -1.004802355766e-16 
 1272       1.010054118544e-10       3.828468570616e-12      -1.768216525757e-12       1.197544343064e-14       2.328398840735e-15       3.573311972235e-16      -1.007451672881e-16 
 1273       1.006924002515e-10       3.840766851633e-12      -1.852537972857e-12       1.196435006347e-14       2.321088964863e-15       3.613493698541e-16      -1.009950976943e-16 
 1274       1.003869292528e-10       3.852638791641e-12      -1.937561362744e-12       1.195331205062e-14       2.313807122844e-15       3.653283928658e-16      -1.012301104681e-16 
 1275       1.000890642943e-10       3.864077848565e-12      -2.023245859000e-12       1.194233171973e-14       2.306553164070e-15       3.692651899531e-16      -1.014502901486e-16 
 1276       9.979887103652e-11       3.875077449120e-12      -2.109550357256e-12       1.193141141074e-14       2.299326935920e-15       3.731566665461e-16      -1.016557221426e-16 
 1277       9.951641536433e-11       3.885630988769e-12      -2.196433484661e-12       1.192055347594e-14       2.292128283757e-15       3.769997097753e-16      -1.018464927273e-16 
 1278       9.924176338770e-11       3.895731831658e-12      -2.283853599350e-12       1.190976027999e-14       2.284957050921e-15       3.807911884369e-16      -1.020226890516e-16 
 1279       9.897498144182e-11       3.905373310570e-12      -2.371768789910e-12       1.189903419991e-14       2.277813078729e-15       3.845279529575e-16      -1.021843991382e-16 
 1280       9.871613608746e-11       3.914548726863e-12      -2.460136874854e-12       1.188837762514e-14       2.270696206462e-15       3.882068353589e-16      -1.023317118856e-16 
 1281       9.846529411122e-11       3.923251350421e-12      -2.548915402084e-12       1.187779295755e-14       2.263606271371e-15       3.918246492234e-16      -1.024647170700e-16 
 1282       9.822252252593e-11       3.931474419596e-12      -2.638061648365e-12       1.186728261146e-14       2.256543108660e-15       3.953781896586e-16      -1.025835053471e-16 
 1283       9.798788857089e-11       3.939211141155e-12      -2.727532618787e-12       1.185684901364e-14       2.249506551493e-15       3.988642332622e-16      -1.026881682544e-16 
 1284       9.776145971220e-11       3.946454690225e-12      -2.817285046242e-12       1.184649460338e-14       2.242496430979e-15       4.022795380870e-16      -1.027787982124e-16 
 1285       9.754328305170e-11       3.953199580824e-12      -2.907277128216e-12       1.183622151179e-14       2.235512591760e-15       4.056216465412e-16      -1.028554922431e-16 
 1286       9.733332329670e-11       3.959445794627e-12      -2.997473759894e-12       1.182603059576e-14       2.228554938942e-15       4.088913041547e-16      -1.029183631643e-16 
 1287       9.713152408512e-11       3.965194699068e-12      -3.087841359539e-12       1.181592239303e-14       2.221623391688e-15       4.120900682625e-16      -1.029675285261e-16 
 1288       9.693782851166e-11       3.970447681057e-12      -3.178346136161e-12       1.180589744195e-14       2.214717867671e-15       4.152195075888e-16      -1.030031069091e-16 
 1289       9.675217912661e-11       3.975206147028e-12      -3.268954089109e-12       1.179595628142e-14       2.207838283079e-15       4.182812022707e-16      -1.030252179262e-16 
 1290       9.657451793469e-11       3.979471522981e-12      -3.359631007666e-12       1.178609945091e-14       2.200984552603e-15       4.212767438811e-16      -1.030339822250e-16 
 1291       9.640478639383e-11       3.983245254531e-12      -3.450342470645e-12       1.177632749046e-14       2.194156589440e-15       4.242077354524e-16      -1.030295214901e-16 
 1292       9.624292541401e-11       3.986528806947e-12      -3.541053845981e-12       1.176664094068e-14       2.187354305283e-15       4.270757914991e-16      -1.030119584451e-16 
 1293       9.608887535607e-11       3.989323665205e-12      -3.631730290329e-12       1.175704034274e-14       2.180577610325e-15       4.298825380419e-16      -1.029814168548e-16 
 1294       9.594257603051e-11       3.991631334025e-12      -3.722336748657e-12       1.174752623837e-14       2.173826413248e-15       4.326296126301e-16      -1.029380215277e-16 
 1295       9.580396669633e-11       3.993453337919e-12      -3.812837953842e-12       1.173809916988e-14       2.167100621223e-15       4.353186643654e-16      -1.028818983177e-16 
 1296       9.567298605985e-11       3.994791221238e-12      -3.903198426263e-12       1.172875968012e-14       2.160400139906e-15       4.379513539250e-16      -1.028131741266e-16 
 1297       9.554957227348e-11       3.995646548215e-12      -3.993382473397e-12       1.171950831253e-14       2.153724873435e-15       4.405293535849e-16      -1.027319769063e-16 
 1298       9.543366293459e-11       3.996020903008e-12      -4.083354189413e-12       1.171034561107e-14       2.147074724424e-15       4.430543472429e-16      -1.026384356610e-16 
 1299       9.532519508429e-11       3.995915889749e-12      -4.173077454768e-12       1.170127212030e-14       2.140449593961e-15       4.455280304423e-16      -1.025326804492e-16 
 1300       9.522410520625e-11       3.995333132587e-12      -4.262515935799e-12       1.169228838531e-14       2.133849381606e-15       4.479521103948e-16      -1.024148423860e-16 
 1301       9.513032922553e-11       3.994274275730e-12      -4.351633084323e-12       1.168339495176e-14       2.127273985382e-15       4.503283060037e-16      -1.022850536455e-16 
 1302       9.504380250740e-11       3.992740983495e-12      -4.440392137225e-12       1.167459236587e-14       2.120723301777e-15       4.526583478875e-16      -1.021434474624e-16 
 1303       9.496445985612e-11       3.990734940350e-12      -4.528756116058e-12       1.166588117439e-14       2.114197225737e-15       4.549439784029e-16      -1.019901581351e-16 
 1304       9.489223551378e-11       3.988257850961e-12      -4.616687826635e-12       1.165726192464e-14       2.107695650665e-15       4.571869516682e-16      -1.018253210271e-16 
 1305       9.482706315913e-11       3.985311440232e-12      -4.704149858627e-12       1.164873516451e-14       2.101218468414e-15       4.593890335864e-16      -1.016490725695e-16 
 1306       9.476887590637e-11       3.981897453357e-12      -4.791104585152e-12       1.164030144240e-14       2.094765569285e-15       4.615520018683e-16      -1.014615502631e-16 
 1307       9.471760630397e-11       3.978017655858e-12      -4.877514162376e-12       1.163196130730e-14       2.088336842025e-15       4.636776460564e-16      -1.012628926809e-16 
 1308       9.467318633349e-11       3.973673833636e-12      -4.963340529104e-12       1.162371530873e-14       2.081932173819e-15       4.657677675474e-16      -1.010532394698e-16 
 1309       9.463554740841e-11       3.968867793011e-12      -5.048545406376e-12       1.161556399675e-14       2.075551450293e-15       4.678241796159e-16      -1.008327313532e-16 
 1310       9.460462037291e-11       3.963601360771e-12      -5.133090297060e-12       1.160750792198e-14       2.069194555501e-15       4.698487074375e-16      -1.006015101331e-16 
 1311       9.458033550072e-11       3.957876384212e-12      -5.216936485450e-12       1.159954763559e-14       2.062861371932e-15       4.718431881119e-16      -1.003597186920e-16 
 1312       9.456262249391e-11       3.951694731189e-12      -5.300045036859e-12       1.159168368928e-14       2.056551780497e-15       4.738094706868e-16      -1.001075009955e-16 
 1313       9.455141048173e-11       3.945058290156e-12      -5.382376797212e-12       1.158391663530e-14       2.050265660531e-15       4.757494161802e-16      -9.984500209428e-17 
 1314       9.454662801940e-11       3.937968970213e-12      -5.463892392645e-12       1.157624702644e-14       2.044002889789e-15       4.776648976043e-16      -9.957236812635e-17 
 1315       9.454820308694e-11       3.930428701150e-12      -5.544552229095e-12       1.156867541604e-14       2.037763344437e-15       4.795577999888e-16      -9.928974631920e-17 
 1316       9.455606308800e-11       3.922439433495e-12      -5.624316491899e-12       1.156120235797e-14       2.031546899056e-15       4.814300204035e-16      -9.899728499202e-17 
 1317       9.457013484864e-11       3.914003138553e-12      -5.703145145384e-12       1.155382840665e-14       2.025353426634e-15       4.832834679825e-16      -9.869513355787e-17 
 1318       9.459034461615e-11       3.905121808456e-12      -5.780997932469e-12       1.154655411701e-14       2.019182798561e-15       4.851200639465e-16      -9.838344252591e-17 
 1319       9.461661805792e-11       3.895797456207e-12      -5.857834374250e-12       1.153938004456e-14       2.013034884629e-15       4.869417416268e-16      -9.806236350359e-17 
 1320       9.464888026019e-11       3.886032115722e-12      -5.933613769604e-12       1.153230674532e-14       2.006909553026e-15       4.887504464880e-16      -9.773204919879e-17 
 1321       9.468705572688e-11       3.875827841881e-12      -6.008295194779e-12       1.152533477583e-14       2.000806670333e-15       4.905481361518e-16      -9.739265342206e-17 
 1322       9.473106837844e-11       3.865186710564e-12      -6.081837502988e-12       1.151846469320e-14       1.994726101521e-15       4.923367804198e-16      -9.704433108882e-17 
 1323       9.478084155062e-11       3.854110818704e-12      -6.154199324006e-12       1.151169705504e-14       1.988667709944e-15       4.941183612968e-16      -9.668723822150e-17 
 1324       9.483629063386e-11       3.842603057156e-12      -6.225343650338e-12       1.150503215492e-14       1.982631369726e-15       4.958944069330e-16      -9.632152033556e-17 
 1325       9.489730090476e-11       3.830669438554e-12      -6.295251651957e-12       1.149846922532e-14       1.976617003051e-15       4.976645877709e-16      -9.594727745257e-17 
 1326       9.496374944741e-11       3.818316795253e-12      -6.363909013317e-12       1.149200722586e-14       1.970624543276e-15       4.994281049412e-16      -9.556459870510e-17 
 1327       9.503551248898e-11       3.805552008927e-12      -6.431301360534e-12       1.148564510707e-14       1.964653922577e-15       5.011841549293e-16      -9.517357391928e-17 
 1328       9.511246539803e-11       3.792382010672e-12      -6.497414261293e-12       1.147938181037e-14       1.958705071950e-15       5.029319295663e-16      -9.477429361620e-17 
 1329       9.519448268280e-11       3.778813781098e-12      -6.562233224756e-12       1.147321626806e-14       1.952777921205e-15       5.046706160204e-16      -9.436684901333e-17 
 1330       9.528143798954e-11       3.764854350431e-12      -6.625743701469e-12       1.146714740327e-14       1.946872398966e-15       5.063993967886e-16      -9.395133202589e-17 
 1331       9.537320410082e-11       3.750510798611e-12      -6.687931083274e-12       1.146117412999e-14       1.940988432666e-15       5.081174496878e-16      -9.352783526826e-17 
 1332       9.546965293383e-11       3.735790255386e-12      -6.748780703215e-12       1.145529535300e-14       1.935125948544e-15       5.098239478461e-16      -9.309645205540e-17 
 1333       9.557065553872e-11       3.720699900415e-12      -6.808277835446e-12       1.144950996788e-14       1.929284871644e-15       5.115180596946e-16      -9.265727640418e-17 
 1334       9.567608209688e-11       3.705246963360e-12      -6.866407695143e-12       1.144381686101e-14       1.923465125811e-15       5.131989489580e-16      -9.221040303487e-17 
 1335       9.578580191926e-11       3.689438723989e-12      -6.923155438409e-12       1.143821490950e-14       1.917666633690e-15       5.148657746470e-16      -9.175592737245e-17 
 1336       9.589968344471e-11       3.673282512269e-12      -6.978506162182e-12       1.143270298119e-14       1.911889316719e-15       5.165176910486e-16      -9.129394554807e-17 
 1337       9.601759423824e-11       3.656785708470e-12      -7.032444904147e-12       1.142727993467e-14       1.906133095129e-15       5.181538477184e-16      -9.082455440044e-17 
 1338       9.613940098939e-11       3.639955743255e-12      -7.084956642642e-12       1.142194461920e-14       1.900397887944e-15       5.197733894712e-16      -9.034785147718e-17 
 1339       9.626496951050e-11       3.622800097785e-12      -7.136026296568e-12       1.141669587474e-14       1.894683612971e-15       5.213754563730e-16      -8.986393503628e-17 
 1340       9.639416473503e-11       3.605326303812e-12      -7.185638725295e-12       1.141153253189e-14       1.888990186805e-15       5.229591837320e-16      -8.937290404746e-17 
 1341       9.652685071589e-11       3.587541943780e-12      -7.233778728573e-12       1.140645341190e-14       1.883317524819e-15       5.245237020900e-16      -8.887485819357e-17 
 1342       9.666289062373e-11       3.569454650918e-12      -7.280431046438e-12       1.140145732666e-14       1.877665541168e-15       5.260681372139e-16      -8.836989787202e-17 
 1343       9.680214674526e-11       3.551072109344e-12      -7.325580359126e-12       1.139654307862e-14       1.872034148780e-15       5.275916100869e-16      -8.785812419613e-17 
 1344       9.694448048158e-11       3.532402054159e-12      -7.369211286973e-12       1.139170946087e-14       1.866423259357e-15       5.290932369003e-16      -8.733963899655e-17 
 1345       9.708975234646e-11       3.513452271546e-12      -7.411308390330e-12       1.138695525700e-14       1.860832783373e-15       5.305721290441e-16      -8.681454482268e-17 
 1346       9.723782196468e-11       3.494230598865e-12      -7.451856169470e-12       1.138227924121e-14       1.855262630066e-15       5.320273930993e-16      -8.628294494404e-17 
 1347       9.738854807031e-11       3.474744924756e-12      -7.490839064496e-12       1.137768017817e-14       1.849712707441e-15       5.334581308283e-16      -8.574494335166e-17 
 1348       9.754178850506e-11       3.455003189233e-12      -7.528241455249e-12       1.137315682309e-14       1.844182922263e-15       5.348634391671e-16      -8.520064475950e-17 
 1349       9.769740021657e-11       3.435013383781e-12      -7.564047661216e-12       1.136870792167e-14       1.838673180058e-15       5.362424102162e-16      -8.465015460587e-17 
 1350       9.785523925672e-11       3.414783551458e-12      -7.598241941441e-12       1.136433221005e-14       1.833183385105e-15       5.375941312323e-16      -8.409357905474e-17 
 1351       9.801516077995e-11       3.394321786989e-12      -7.630808494433e-12       1.136002841484e-14       1.827713440440e-15       5.389176846191e-16      -8.353102499726e-17 
 1352       9.817701904157e-11       3.373636236864e-12      -7.661731458070e-12       1.135579525307e-14       1.822263247846e-15       5.402121479193e-16      -8.296260005305e-17 
 1353       9.834066739608e-11       3.352735099439e-12      -7.690994909514e-12       1.135163143220e-14       1.816832707854e-15       5.414765938057e-16      -8.238841257166e-17 
 1354       9.850595829546e-11       3.331626625029e-12      -7.718582865116e-12       1.134753565006e-14       1.811421719743e-15       5.427100900727e-16      -8.180857163394e-17 
 1355       9.867274328751e-11       3.310319116012e-12      -7.744479280324e-12       1.134350659486e-14       1.806030181529e-15       5.439116996272e-16      -8.122318705346e-17 
 1356       9.884087301412e-11       3.288820926919e-12      -7.768668049593e-12       1.133954294516e-14       1.800657989972e-15       5.450804804807e-16      -8.063236937790e-17 
 1357       9.901019720965e-11       3.267140464539e-12      -7.791133006293e-12       1.133564336985e-14       1.795305040564e-15       5.462154857400e-16      -8.003622989042e-17 
 1358       9.918056469918e-11       3.245286188013e-12      -7.811857922618e-12       1.133180652816e-14       1.789971227532e-15       5.473157635992e-16      -7.943488061110e-17 
 1359       9.935182339684e-11       3.223266608930e-12      -7.830826509492e-12       1.132803106958e-14       1.784656443835e-15       5.483803573304e-16      -7.882843429833e-17 
 1360       9.952382030412e-11       3.201090291431e-12      -7.848022416483e-12       1.132431563390e-14       1.779360581158e-15       5.494083052756e-16      -7.821700445016e-17 
 1361       9.969640150822e-11       3.178765852302e-12      -7.863429231703e-12       1.132065885116e-14       1.774083529912e-15       5.503986408380e-16      -7.760070530578e-17 
 1362       9.986941218030e-11       3.156301961070e-12      -7.877030481726e-12       1.131705934163e-14       1.768825179228e-15       5.513503924729e-16      -7.697965184683e-17 
 1363       1.000427043700e-10       3.133707166548e-12      -7.888814126248e-12       1.131351565256e-14       1.763585426835e-15       5.522626440420e-16      -7.635395641085e-17 
 1364       1.002161604840e-10       3.110989374213e-12      -7.898786095036e-12       1.131002606765e-14       1.758364208793e-15       5.531347165995e-16      -7.572371848876e-17 
 1365       1.003896700559e-10       3.088156363411e-12      -7.906956896027e-12       1.130658879550e-14       1.753161470070e-15       5.539659885392e-16      -7.508903482067e-17 
 1366       1.005631219718e-10       3.065215960497e-12      -7.913337133944e-12       1.130320203260e-14       1.747977154694e-15       5.547558354035e-16      -7.445000277517e-17 
 1367       1.007364044693e-10       3.042176038918e-12      -7.917937510498e-12       1.129986396340e-14       1.742811205749e-15       5.555036298795e-16      -7.380672035048e-17 
 1368       1.009094051358e-10       3.019044519302e-12      -7.920768824583e-12       1.129657276018e-14       1.737663565376e-15       5.562087417940e-16      -7.315928617565e-17 
 1369       1.010820109079e-10       2.995829369545e-12      -7.921841972474e-12       1.129332658312e-14       1.732534174769e-15       5.568705381086e-16      -7.250779951171e-17 
 1370       1.012541080699e-10       2.972538604893e-12      -7.921167948030e-12       1.129012358019e-14       1.727422974170e-15       5.574883829152e-16      -7.185236025290e-17 
 1371       1.014255822526e-10       2.949180288037e-12      -7.918757842888e-12       1.128696188722e-14       1.722329902873e-15       5.580616374310e-16      -7.119306892781e-17 
 1372       1.015963184323e-10       2.925762529191e-12      -7.914622846666e-12       1.128383962779e-14       1.717254899215e-15       5.585896599942e-16      -7.053002670055e-17 
 1373       1.017662009294e-10       2.902293486182e-12      -7.908774247156e-12       1.128075491326e-14       1.712197900580e-15       5.590718060589e-16      -6.986333537199e-17 
 1374       1.019351134074e-10       2.878781364540e-12      -7.901223430529e-12       1.127770584273e-14       1.707158843392e-15       5.595074281902e-16      -6.919309738084e-17 
 1375       1.021029388715e-10       2.855234417577e-12      -7.891981881528e-12       1.127469050302e-14       1.702137663116e-15       5.598958760602e-16      -6.851941580495e-17 
 1376       1.022695596678e-10       2.831660946483e-12      -7.881061183671e-12       1.127170696864e-14       1.697134294254e-15       5.602364964425e-16      -6.784239436238e-17 
 1377       1.024348574816e-10       2.808069300402e-12      -7.868473019446e-12       1.126875330178e-14       1.692148670344e-15       5.605286332079e-16      -6.716213741264e-17 
 1378       1.025987133366e-10       2.784467876529e-12      -7.854229170512e-12       1.126582755228e-14       1.687180723956e-15       5.607716273194e-16      -6.647874995785e-17 
 1379       1.027610075935e-10       2.760865120189e-12      -7.838341517897e-12       1.126292775758e-14       1.682230386691e-15       5.609648168277e-16      -6.579233764393e-17 
 1380       1.029216199492e-10       2.737269524926e-12      -7.820822042197e-12       1.126005194275e-14       1.677297589182e-15       5.611075368663e-16      -6.510300676178e-17 
 1381       1.030804294350e-10       2.713689632590e-12      -7.801682823773e-12       1.125719812044e-14       1.672382261084e-15       5.611991196471e-16      -6.441086424843e-17 
 1382       1.032373144158e-10       2.690134033426e-12      -7.780936042952e-12       1.125436429082e-14       1.667484331079e-15       5.612388944550e-16      -6.371601768825e-17 
 1383       1.033921525890e-10       2.666611366154e-12      -7.758593980223e-12       1.125154844163e-14       1.662603726871e-15       5.612261876439e-16      -6.301857531413e-17 
 1384       1.035448209831e-10       2.643130318063e-12      -7.734669016438e-12       1.124874854811e-14       1.657740375185e-15       5.611603226315e-16      -6.231864600864e-17 
 1385       1.036951959565e-10       2.619699625092e-12      -7.709173633009e-12       1.124596257296e-14       1.652894201762e-15       5.610406198947e-16      -6.161633930522e-17 
 1386       1.038431531965e-10       2.596328071919e-12      -7.682120412108e-12       1.124318846638e-14       1.648065131360e-15       5.608663969648e-16      -6.091176538935e-17 
 1387       1.039885677180e-10       2.573024492049e-12      -7.653522036863e-12       1.124042416599e-14       1.643253087750e-15       5.606369684231e-16      -6.020503509976e-17 
 1388       1.041313138623e-10       2.549797767896e-12      -7.623391291561e-12       1.123766759681e-14       1.638457993714e-15       5.603516458957e-16      -5.949625992956e-17 
 1389       1.042712652960e-10       2.526656830874e-12      -7.591741061842e-12       1.123491667129e-14       1.633679771043e-15       5.600097380490e-16      -5.878555202745e-17 
 1390       1.044082950097e-10       2.503610661484e-12      -7.558584334900e-12       1.123216928920e-14       1.628918340537e-15       5.596105505849e-16      -5.807302419891e-17 
 1391       1.045422753169e-10       2.480668289394e-12      -7.523934199683e-12       1.122942333771e-14       1.624173621998e-15       5.591533862362e-16      -5.735878990736e-17 
 1392       1.046730778528e-10       2.457838793535e-12      -7.487803847087e-12       1.122667669127e-14       1.619445534232e-15       5.586375447618e-16      -5.664296327531e-17 
 1393       1.048005735731e-10       2.435131302179e-12      -7.450206570160e-12       1.122392721165e-14       1.614733995046e-15       5.580623229419e-16      -5.592565908562e-17 
 1394       1.049246327529e-10       2.412554993032e-12      -7.411155764296e-12       1.122117274789e-14       1.610038921244e-15       5.574270145732e-16      -5.520699278261e-17 
 1395       1.050451249853e-10       2.390119093317e-12      -7.370664927437e-12       1.121841113627e-14       1.605360228625e-15       5.567309104644e-16      -5.448708047324e-17 
 1396       1.051619191804e-10       2.367832879860e-12      -7.328747660271e-12       1.121564020033e-14       1.600697831985e-15       5.559732984313e-16      -5.376603892835e-17 
 1397       1.052748835642e-10       2.345705679181e-12      -7.285417666429e-12       1.121285775079e-14       1.596051645109e-15       5.551534632921e-16      -5.304398558376e-17 
 1398       1.053838856770e-10       2.323746867576e-12      -7.240688752683e-12       1.121006158555e-14       1.591421580772e-15       5.542706868628e-16      -5.232103854152e-17 
 1399       1.054887923729e-10       2.301965871205e-12      -7.194574829149e-12       1.120724948970e-14       1.586807550737e-15       5.533242479522e-16      -5.159731657103e-17 
 1400       1.055894698178e-10       2.280372166179e-12      -7.147089909482e-12       1.120441923542e-14       1.582209465751e-15       5.523134223574e-16      -5.087293911026e-17 
 1401       1.056857834888e-10       2.258975278647e-12      -7.098248111074e-12       1.120156858205e-14       1.577627235544e-15       5.512374828588e-16      -5.014802626691e-17 
 1402       1.057776143789e-10       2.237783880767e-12      -7.048065584320e-12       1.119869542339e-14       1.573060776727e-15       5.500962343806e-16      -4.942268540738e-17 
 1403       1.058649077976e-10       2.216803068131e-12      -6.996566322025e-12       1.119579823159e-14       1.568510036575e-15       5.488916255879e-16      -4.869697076815e-17 
 1404       1.059476250773e-10       2.196037054115e-12      -6.943776410986e-12       1.119287561786e-14       1.563974969484e-15       5.476261540901e-16      -4.797092342546e-17 
 1405       1.060257274124e-10       2.175490071448e-12      -6.889722108745e-12       1.118992618550e-14       1.559455529100e-15       5.463023328293e-16      -4.724458466968e-17 
 1406       1.060991758600e-10       2.155166372242e-12      -6.834429843901e-12       1.118694852987e-14       1.554951668308e-15       5.449226901079e-16      -4.651799600564e-17 
 1407       1.061679313391e-10       2.135070228023e-12      -6.777926216428e-12       1.118394123839e-14       1.550463339237e-15       5.434897696168e-16      -4.579119915299e-17 
 1408       1.062319546307e-10       2.115205929768e-12      -6.720237997993e-12       1.118090289051e-14       1.545990493257e-15       5.420061304633e-16      -4.506423604662e-17 
 1409       1.062912063776e-10       2.095577787927e-12      -6.661392132269e-12       1.117783205768e-14       1.541533080973e-15       5.404743471989e-16      -4.433714883694e-17 
 1410       1.063456470838e-10       2.076190132463e-12      -6.601415735256e-12       1.117472730340e-14       1.537091052230e-15       5.388970098473e-16      -4.360997989029e-17 
 1411       1.063952371152e-10       2.057047312879e-12      -6.540336095591e-12       1.117158718312e-14       1.532664356108e-15       5.372767239321e-16      -4.288277178930e-17 
 1412       1.064399366982e-10       2.038153698251e-12      -6.478180674870e-12       1.116841024430e-14       1.528252940917e-15       5.356161105053e-16      -4.215556733324e-17 
