#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_scf             19:theta_scf             20:omega_scf             21:delta0_scf            22:delta1_scf         
       1.756253239844e-02       3.789216021966e-08      -1.028137979003e-06      -1.504690190209e-11       6.053200560394e-14       1.513300140098e-13       9.761491506112e-24       3.026600280197e-14      -7.711034842522e-07      -1.504690190207e-11       6.011204134147e-01       6.994392716376e-01      -1.028137975746e-06      -2.228347784938e-11       1.236072379247e-07      -7.711034893315e-07       0.000000000000e+00      -3.182206600809e-13      -5.588737977313e-17       1.481729232169e-04      -3.182206600809e-13      -9.172278209082e-10 
       1.774731739430e-02       3.829084635678e-08      -1.049886935764e-06      -1.552686267429e-11       6.246285384217e-14       1.561571346054e-13       1.028594366705e-23       3.123142692109e-14      -7.874152018227e-07      -1.552686267426e-11       6.011204189334e-01       6.994392623832e-01      -1.049886930695e-06      -2.299427449293e-11       1.262219929170e-07      -7.874152097266e-07       0.000000000000e+00      -3.388450797932e-13      -6.013577083885e-17       1.481729074537e-04      -3.388450797932e-13      -9.564438646868e-10 
       1.793210239016e-02       3.868953253632e-08      -1.071863526332e-06      -1.601692194011e-11       6.443433560743e-14       1.610858390186e-13       1.083269977100e-23       3.221716780371e-14      -8.038976447487e-07      -1.601692194008e-11       6.011204078187e-01       6.994392356150e-01      -1.071863519394e-06      -2.372002673004e-11       1.288641151518e-07      -8.038976555669e-07       0.000000000000e+00      -3.605713650175e-13      -6.465801829684e-17       1.481728916848e-04      -3.605713650175e-13      -9.969040062295e-10 
       1.811688738603e-02       3.908821875830e-08      -1.094067750419e-06      -1.651718536869e-11       6.644686922615e-14       1.661171730654e-13       1.140246297354e-23       3.322343461308e-14      -8.205508128143e-07      -1.651718536864e-11       6.011204001042e-01       6.994392134019e-01      -1.094067741555e-06      -2.446089106203e-11       1.315336046513e-07      -8.205508266383e-07       0.000000000000e+00      -3.834462960983e-13      -6.946868063811e-17       1.481728759102e-04      -3.834462960983e-13      -1.038634406868e-09 
       1.830167238189e-02       3.948690502273e-08      -1.116499608323e-06      -1.702775838838e-11       6.850088035431e-14       1.712522008858e-13       1.199595230624e-23       3.425044017716e-14      -8.373747062422e-07      -1.702775838832e-11       6.011203867137e-01       6.994391847194e-01      -1.116499597471e-06      -2.521702363394e-11       1.342304614807e-07      -8.373747231653e-07       0.000000000000e+00      -4.075180603944e-13      -7.458292792372e-17       1.481728601297e-04      -4.075180603944e-13      -1.081661446641e-09 
       1.848645737775e-02       3.988559132963e-08      -1.139159100109e-06      -1.754874618260e-11       7.059678870956e-14       1.764919717739e-13       1.261390058565e-23       3.529839435478e-14      -8.543693250816e-07      -1.754874618253e-11       6.011203798053e-01       6.994391635469e-01      -1.139159087208e-06      -2.598858022821e-11       1.369546856349e-07      -8.543693451991e-07       0.000000000000e+00      -4.328362614417e-13      -8.001656012048e-17       1.481728443433e-04      -4.328362614417e-13      -1.126011720408e-09 
       1.914182553196e-02       4.129959343059e-08      -1.221359785803e-06      -1.948204912190e-11       7.837436805629e-14       1.959359201407e-13       1.501405463419e-23       3.918718402814e-14      -9.160198393521e-07      -1.948204912179e-11       6.011203718950e-01       6.994391050862e-01      -1.221359765126e-06      -2.885170650538e-11       1.468372164135e-07      -9.160198715968e-07       0.000000000000e+00      -5.334582515230e-13      -1.021145378614e-16       1.481727883046e-04      -5.334582515230e-13      -1.294378764283e-09 
       1.979719368616e-02       4.271359606671e-08      -1.306423817159e-06      -2.155236978522e-11       8.670317728694e-14       2.167579432174e-13       1.776640968573e-23       4.335158864347e-14      -9.798178628696e-07      -2.155236978505e-11       6.011203640667e-01       6.994390470505e-01      -1.306423787865e-06      -3.191775313046e-11       1.570639918020e-07      -9.798179085530e-07       0.000000000000e+00      -6.528629686782e-13      -1.292496693879e-16       1.481727321839e-04      -6.528629686782e-13      -1.480956692097e-09 
       2.045256184036e-02       4.412759923880e-08      -1.394351190161e-06      -2.376439681131e-11       9.560209453488e-14       2.390052363372e-13       2.090838050453e-23       4.780104726744e-14      -1.045763392621e-06      -2.376439681106e-11       6.011203397929e-01       6.994389730647e-01      -1.394351151350e-06      -3.519366427466e-11       1.676350112910e-07      -1.045763453146e-06       0.000000000000e+00      -7.937550027260e-13      -1.623445953499e-16       1.481726759755e-04      -7.937550027260e-13      -1.687013149261e-09 
       2.110792999457e-02       4.554160294772e-08      -1.485141903529e-06      -2.612282175057e-11       1.050899902532e-13       2.627249756331e-13       2.447994085175e-23       5.254499512662e-14      -1.113856427647e-06      -2.612282175025e-11       6.011203095077e-01       6.994388947213e-01      -1.485141854240e-06      -3.868638845122e-11       1.785502766431e-07      -1.113856504511e-06       0.000000000000e+00      -9.591220603166e-13      -2.024525315694e-16       1.481726196735e-04      -9.591220603166e-13      -1.913859176457e-09 
       2.176329814877e-02       4.695560719441e-08      -1.578795957009e-06      -2.863233675166e-11       1.151857361122e-13       2.879643402805e-13       2.852370991428e-23       5.759286805611e-14      -1.184096967757e-06      -2.863233675125e-11       6.011202789196e-01       6.994388173568e-01      -1.578795896219e-06      -4.240287509606e-11       1.898097891681e-07      -1.184097062555e-06       0.000000000000e+00      -1.152253874190e-12      -2.507706106826e-16       1.481725632718e-04      -1.152253874190e-12      -2.162848596954e-09 
       2.241866630297e-02       4.836961197983e-08      -1.675313349486e-06      -3.129763293902e-11       1.259082028666e-13       3.147705071666e-13       3.308503659196e-23       6.295410143332e-14      -1.256485012114e-06      -3.129763293850e-11       6.011202533975e-01       6.994387463460e-01      -1.675313276109e-06      -4.635007216000e-11       2.014135483211e-07      -1.256485126542e-06       0.000000000000e+00      -1.376761190434e-12      -3.086541275687e-16       1.481725067642e-04      -1.376761190434e-12      -2.435377626582e-09 
       2.371236493177e-02       5.116086309475e-08      -1.874243844514e-06      -3.703444821334e-11       1.489874031112e-13       3.724685077781e-13       4.379834120215e-23       7.449370155562e-14      -1.405682883385e-06      -3.703444821257e-11       6.011202284622e-01       6.994386348827e-01      -1.874243742837e-06      -5.484608237851e-11       2.253298842690e-07      -1.405683041944e-06       0.000000000000e+00      -1.927745575906e-12      -4.571177002537e-16       1.481723948814e-04      -1.927745575906e-12      -3.048083193671e-09 
       2.500606356057e-02       5.395211632184e-08      -2.084331854636e-06      -4.343265248140e-11       1.747274562410e-13       4.368186406024e-13       5.712293471412e-23       8.736372812048e-14      -1.563248890977e-06      -4.343265248029e-11       6.011202079000e-01       6.994385282573e-01      -2.084331719628e-06      -6.432160893728e-11       2.505876332069e-07      -1.563249101513e-06       0.000000000000e+00      -2.651388118892e-12      -6.630122948999e-16       1.481722825081e-04      -2.651388118892e-12      -3.769717700696e-09 
       2.629976218937e-02       5.674337167085e-08      -2.305577363175e-06      -5.052832330630e-11       2.032735501051e-13       5.081838752629e-13       7.350951119847e-23       1.016367750526e-13      -1.729183022381e-06      -5.052832330478e-11       6.011201703429e-01       6.994384032262e-01      -2.305577189241e-06      -7.483008653018e-11       2.771867920801e-07      -1.729183293619e-06       0.000000000000e+00      -3.588502620528e-12      -9.437725492370e-16       1.481721695894e-04      -3.588502620528e-12      -4.612484837558e-09 
       2.759346081817e-02       5.953462915261e-08      -2.537980358688e-06      -5.835754220331e-11       2.347708512043e-13       5.869271280107e-13       9.345786749789e-23       1.173854256021e-13      -1.903485269016e-06      -5.835754220128e-11       6.011201292248e-01       6.994382754980e-01      -2.537980139639e-06      -8.642495610374e-11       3.051273633550e-07      -1.903485610605e-06       0.000000000000e+00      -4.786749400347e-12      -1.320833914137e-15       1.481720560675e-04      -4.786749400347e-12      -5.589237780806e-09 
       2.888715944697e-02       6.232588877904e-08      -2.781540831525e-06      -6.695639210253e-11       2.693645278410e-13       6.734113196026e-13       1.175194503385e-22       1.346822639205e-13      -2.086155623644e-06      -6.695639209987e-11       6.011200912160e-01       6.994381525075e-01      -2.781540560550e-06      -9.915966116408e-11       3.344093506692e-07      -2.086156046207e-06       0.000000000000e+00      -6.301360763013e-12      -1.820285106778e-15       1.481719418815e-04      -6.301360763013e-12      -6.713478413932e-09 
       3.018085807577e-02       6.511715056326e-08      -3.036258769682e-06      -7.636095404259e-11       3.071997535120e-13       7.679993837800e-13       1.462998990350e-22       1.535998767560e-13      -2.277194077261e-06      -7.636095403918e-11       6.011200565621e-01       6.994380332816e-01      -3.036258439313e-06      -1.130876428563e-10       3.650327514233e-07      -2.277194592440e-06       0.000000000000e+00      -8.195904354788e-12      -2.473587703253e-15       1.481718269677e-04      -8.195904354788e-12      -7.999356392008e-09 
       3.147455670457e-02       6.790841451961e-08      -3.302134159182e-06      -8.660730711363e-11       3.484217039682e-13       8.710542599206e-13       1.804615858282e-22       1.742108519841e-13      -2.476600619387e-06      -8.660730710931e-11       6.011200237350e-01       6.994379150560e-01      -3.302133761272e-06      -1.282623398052e-10       3.969975601911e-07      -2.476601239889e-06       0.000000000000e+00      -1.054308309709e-11      -3.318366710254e-15       1.481717112596e-04      -1.054308309709e-11      -9.461669403043e-09 
       3.320824043688e-02       7.164898689685e-08      -3.675928052263e-06      -1.017213280657e-10       4.092269424066e-13       1.023067356016e-12       2.359482245916e-22       2.046134712033e-13      -2.756946039197e-06      -1.017213280599e-10       6.011199800072e-01       6.994377557668e-01      -3.675927549812e-06      -1.506460469073e-10       4.419368572442e-07      -2.756946822717e-06       0.000000000000e+00      -1.454418942474e-11      -4.829801164778e-15       1.481715548320e-04      -1.454418942474e-11      -1.172502183442e-08 
       3.494192416919e-02       7.538956324452e-08      -4.069759158609e-06      -1.184987137996e-10       4.767243778103e-13       1.191810944526e-12       3.043141890709e-22       2.383621889051e-13      -3.052319368956e-06      -1.184987137919e-10       6.011199350024e-01       6.994375946885e-01      -4.069758533895e-06      -1.754932635591e-10       4.892851404159e-07      -3.052320343125e-06       0.000000000000e+00      -1.973788586867e-11      -6.896636311668e-15       1.481713966772e-04      -1.973788586867e-11      -1.437204602314e-08 
       3.667560790150e-02       7.913014360853e-08      -4.483627446981e-06      -1.370262934269e-10       5.512633920340e-13       1.378158480085e-12       3.876818310948e-22       2.756316960170e-13      -3.362720585236e-06      -1.370262934169e-10       6.011198887551e-01       6.994374322790e-01      -4.483626680386e-06      -2.029326002245e-10       5.390424106469e-07      -3.362721780645e-06       0.000000000000e+00      -2.639306495635e-11      -9.679492395615e-15       1.481712366103e-04      -2.639306495635e-11      -1.744383555937e-08 
       3.840929163381e-02       8.287072803959e-08      -4.917532885378e-06      -1.573908948605e-10       6.331933747651e-13       1.582983436913e-12       4.883948297479e-22       3.165966873825e-13      -3.688149664033e-06      -1.573908948478e-10       6.011198390925e-01       6.994372653478e-01      -4.917531955288e-06      -2.330926669535e-10       5.912086636053e-07      -3.688151114384e-06       0.000000000000e+00      -3.482175992426e-11      -1.337419001639e-14       1.481710744373e-04      -3.482175992426e-11      -2.098357640983e-08 
       4.014297536612e-02       8.661131659344e-08      -5.371475439465e-06      -1.796793444042e-10       7.228636940745e-13       1.807159235186e-12       6.090291514706e-22       3.614318470373e-13      -4.028606579599e-06      -1.796793443881e-10       6.011197926219e-01       6.994371007601e-01      -5.371474322176e-06      -2.661020726644e-10       6.457838923426e-07      -4.028608321852e-06       0.000000000000e+00      -4.538354199772e-11      -1.821724610158e-14       1.481709099546e-04      -4.538354199772e-11      -2.503654776213e-08 
       4.187665909844e-02       9.035190933106e-08      -5.845455074400e-06      -2.039784672033e-10       8.206237552453e-13       2.051559388113e-12       7.524040784514e-22       4.103118776226e-13      -4.384091305800e-06      -2.039784671832e-10       6.011197414932e-01       6.994369294030e-01      -5.845453744019e-06      -3.020894257646e-10       7.027680927836e-07      -4.384093380327e-06       0.000000000000e+00      -5.849012408606e-11      -2.449191622442e-14       1.481707429494e-04      -5.849012408606e-11      -2.965012311658e-08 
       4.361034283075e-02       9.409250631891e-08      -6.339471756052e-06      -2.303750876390e-10       9.268229375597e-13       2.317057343899e-12       9.215931421277e-22       4.634114687799e-13      -4.754603817039e-06      -2.303750876142e-10       6.011196877835e-01       6.994367540800e-01      -6.339470184403e-06      -3.411833347959e-10       7.621612640015e-07      -4.754606267773e-06       0.000000000000e+00      -7.461018294158e-11      -3.253480759934e-14       1.481705731995e-04      -7.461018294158e-11      -3.487377088188e-08 
       4.600026316632e-02       9.924900687029e-08      -7.053333486086e-06      -2.703623795212e-10       1.087701150372e-12       2.719252875929e-12       1.203356517389e-21       5.438505751858e-13      -5.290000114565e-06      -2.703623794885e-10       6.011196058547e-01       6.994365018336e-01      -7.053331531238e-06      -4.004055309524e-10       8.479853432158e-07      -5.290003162810e-06       0.000000000000e+00      -1.027639082650e-10      -4.726600867659e-14       1.481703342672e-04      -1.027639082650e-10      -4.317041462800e-08 
       4.839018350190e-02       1.044055158444e-07      -7.805271887727e-06      -3.147280265436e-10       1.266195604909e-12       3.165489012272e-12       1.550172669797e-21       6.330978024544e-13      -5.853953915795e-06      -3.147280265012e-10       6.011195220664e-01       6.994362456820e-01      -7.805269485060e-06      -4.661124868450e-10       9.383872294199e-07      -5.853957662306e-06       0.000000000000e+00      -1.392654020914e-10      -6.738037718816e-14       1.481700890431e-04      -1.392654020914e-10      -5.286628839797e-08 
       5.078010383748e-02       1.095620334717e-07      -8.595286859534e-06      -3.636994675301e-10       1.463221609354e-12       3.658054023385e-12       1.972707346064e-21       7.316108046769e-13      -6.446465144650e-06      -3.636994674758e-10       6.011194281542e-01       6.994359755952e-01      -8.595283937541e-06      -5.386411082414e-10       1.033366910207e-06      -6.446469700915e-06       0.000000000000e+00      -1.859881946906e-10      -9.442663114598e-14       1.481698368591e-04      -1.859881946906e-10      -6.411057805805e-08 
       5.317002417305e-02       1.147185600067e-07      -9.423378297745e-06      -4.175041373751e-10       1.679694424810e-12       4.199236062025e-12       2.482733142367e-21       8.398472124050e-13      -7.067533723309e-06      -4.175041373063e-10       6.011193267361e-01       6.994356943143e-01      -9.423374777684e-06      -6.183282996171e-10       1.132924373271e-06      -7.067539212096e-06       0.000000000000e+00      -2.451054179829e-10      -1.302912885184e-13       1.481695770137e-04      -2.451054179829e-10      -7.706005250547e-08 
       5.555994450863e-02       1.198750957285e-07      -1.028954609731e-05      -4.763694672665e-10       1.916529335355e-12       4.791323338387e-12       3.093184265509e-21       9.582646676774e-13      -7.717159572986e-06      -4.763694671805e-10       6.011192162279e-01       6.994354000430e-01      -1.028954189286e-05      -7.055109645198e-10       1.237059608896e-06      -7.717166128885e-06       0.000000000000e+00      -3.191204176475e-10      -1.772511979317e-13       1.481693087728e-04      -3.191204176475e-10      -9.187907048228e-08 
       5.794986484421e-02       1.250316409428e-07      -1.119379014819e-05      -5.405228847593e-10       2.174641617403e-12       5.436604043507e-12       3.818211174143e-21       1.087320808701e-12      -8.395342611139e-06      -5.405228846528e-10       6.011190966054e-01       6.994350928103e-01      -1.119378516508e-05      -8.005260057677e-10       1.345772607683e-06      -8.395350381109e-06       0.000000000000e+00      -4.108988542392e-10      -2.380312782018e-13       1.481690313693e-04      -4.108988542392e-10      -1.087395882567e-07 
       6.033978517978e-02       1.301881959822e-07      -1.213611033382e-05      -6.101918136606e-10       2.454946571750e-12       6.137366429375e-12       4.673235315804e-21       1.227473285875e-12      -9.102082750364e-06      -6.101918135297e-10       6.011189655288e-01       6.994347697963e-01      -1.213610446951e-05      -9.037103252991e-10       1.459063358071e-06      -9.102091894270e-06       0.000000000000e+00      -5.237023703737e-10      -3.158677171478e-13       1.481687440039e-04      -5.237023703737e-10      -1.278211694595e-07 
       6.362279986246e-02       1.372717315844e-07      -1.349264574893e-05      -7.153047071509e-10       2.877859426973e-12       7.194648567431e-12       6.090657632138e-21       1.438929713486e-12      -1.011948431170e-05      -7.153047069798e-10       6.011187704073e-01       6.994343041498e-01      -1.349263849107e-05      -1.059390371901e-09       1.622153330008e-06      -1.011949562837e-05       0.000000000000e+00      -7.197889122418e-10      -4.577065546504e-13       1.481683314807e-04      -7.197889122418e-10      -1.579990186095e-07 
       6.690581454515e-02       1.443552874400e-07      -1.492103141162e-05      -8.318441893424e-10       3.346750381235e-12       8.366875953088e-12       7.832873275882e-21       1.673375190618e-12      -1.119077355872e-05      -8.318441891217e-10       6.011185466826e-01       6.994337997642e-01      -1.492102252693e-05      -1.231995143444e-09       1.793881594712e-06      -1.119078741184e-05       0.000000000000e+00      -9.736205433135e-10      -6.509785366076e-13       1.481678963321e-04      -9.736205433135e-10      -1.932310643018e-07 
       7.018882922783e-02       1.514388646868e-07      -1.642126697857e-05      -9.603997519657e-10       3.863991988068e-12       9.659979970171e-12       9.952754569175e-21       1.931995994034e-12      -1.231595023393e-05      -9.603997516846e-10       6.011183002391e-01       6.994332631002e-01      -1.642125620907e-05      -1.422397945789e-09       1.974248116015e-06      -1.231596702566e-05       0.000000000000e+00      -1.298090820809e-09      -9.103766999861e-13       1.481674361932e-04      -1.298090820809e-09      -2.340532477264e-07 
       7.347184391051e-02       1.585224645783e-07      -1.799335208466e-05      -1.101560872822e-09       4.431957009276e-12       1.107989252319e-11       1.250862456413e-20       2.215978504638e-12      -1.349501406349e-05      -1.101560872468e-09       6.011180225847e-01       6.994326840506e-01      -1.799333914645e-05      -1.631472080549e-09       2.163252856955e-06      -1.349503423642e-05       0.000000000000e+00      -1.708153726123e-09      -1.253779522030e-12       1.481669485899e-04      -1.708153726123e-09      -2.810288356474e-07 
       7.675485859319e-02       1.656060884890e-07      -1.963728633273e-05      -1.255917015546e-09       5.053018012757e-12       1.263254503189e-11       1.556452361152e-20       2.526509006378e-12      -1.472796474955e-05      -1.255917015105e-09       6.011177185847e-01       6.994320678041e-01      -1.963727091475e-05      -1.860090844787e-09       2.360895775422e-06      -1.472798878861e-05       0.000000000000e+00      -2.221037614234e-09      -1.702744453982e-12       1.481664309408e-04      -2.221037614234e-09      -3.347485156894e-07 
       8.003787327587e-02       1.726897379194e-07      -2.135306929874e-05      -1.424057629311e-09       5.729547839326e-12       1.432386959832e-11       1.919047824643e-20       2.864773919663e-12      -1.601480197405e-05      -1.424057628767e-09       6.011173792348e-01       6.994314034204e-01      -2.135305106149e-05      -2.109127530527e-09       2.567176824728e-06      -1.601483040846e-05       0.000000000000e+00      -2.856471034227e-09      -2.283050639198e-12       1.481658805606e-04      -2.856471034227e-09      -3.958305028240e-07 
       8.332088795855e-02       1.797734145006e-07      -2.314070054321e-05      -1.606572148620e-09       6.463919247113e-12       1.615979811778e-11       2.346276786459e-20       3.231959623557e-12      -1.735552540741e-05      -1.606572147953e-09       6.011170024062e-01       6.994306879590e-01      -2.314067911755e-05      -2.379455424390e-09       2.782095957374e-06      -1.735555881260e-05       0.000000000000e+00      -3.636921348154e-09      -3.025293276984e-12       1.481652946627e-04      -3.636921348154e-09      -4.649206615190e-07 
       8.771003279619e-02       1.892438052523e-07      -2.564286642640e-05      -1.874058716449e-09       7.540198597478e-12       1.885049649369e-11       3.032902967915e-20       3.770099298739e-12      -1.923214981980e-05      -1.874058715586e-09       6.011164436344e-01       6.994296548917e-01      -2.564284010754e-05      -2.775640978522e-09       3.082920613703e-06      -1.923219085345e-05       0.000000000000e+00      -4.951574633601e-09      -4.334129720942e-12       1.481644508530e-04      -4.951574633601e-09      -5.709736073856e-07 
       9.209917763383e-02       1.987142523226e-07      -2.827344962250e-05      -2.169698685553e-09       8.729773204768e-12       2.182443301192e-11       3.871625862333e-20       4.364886602384e-12      -2.120508721687e-05      -2.169698684450e-09       6.011158089137e-01       6.994285180315e-01      -2.827341761794e-05      -3.213529404910e-09       3.399184489319e-06      -2.120513711428e-05       0.000000000000e+00      -6.641379254050e-09      -6.101334545098e-12       1.481635312456e-04      -6.641379254050e-09      -6.942353450221e-07 
       9.648832247147e-02       2.081847607929e-07      -3.103244880449e-05      -2.494900428931e-09       1.003831324690e-11       2.509578311724e-11       4.886422358658e-20       5.019156623448e-12      -2.327433660337e-05      -2.494900427538e-09       6.011150920456e-01       6.994272688676e-01      -3.103241024047e-05      -3.695207439341e-09       3.730887441486e-06      -2.327439672651e-05       0.000000000000e+00      -8.788020324314e-09      -8.453711942976e-12       1.481625284132e-04      -8.788020324314e-09      -8.364838352881e-07 
       1.008774673091e-01       2.176553362281e-07      -3.391986252478e-05      -2.851072268965e-09       1.147148885563e-11       2.867872213907e-11       6.103666738932e-20       5.735744427814e-12      -2.543989689358e-05      -2.851072267224e-09       6.011142907677e-01       6.994259033064e-01      -3.391981644228e-05      -4.222761794927e-09       4.078029312681e-06      -2.543996873727e-05       0.000000000000e+00      -1.148611265434e-08      -1.154479230245e-11       1.481614346736e-04      -1.148611265434e-08      -9.995880813855e-07 
       1.052666121467e-01       2.271259846917e-07      -3.693568922059e-05      -3.239622476081e-09       1.303497071947e-11       3.258742679867e-11       7.552245402608e-20       6.517485359735e-12      -2.770176691545e-05      -3.239622473925e-09       6.011133932865e-01       6.994244061822e-01      -3.693563457139e-05      -4.798279160077e-09       4.440609933267e-06      -2.770185211350e-05       0.000000000000e+00      -1.484460587138e-08      -1.555889221351e-11       1.481602421162e-04      -1.484460587138e-08      -1.185509189851e-06 
       1.096557569844e-01       2.365967127598e-07      -4.007992720347e-05      -3.661959267440e-09       1.473442926148e-11       3.683607315370e-11       9.263670898540e-20       7.367214630741e-12      -3.005994540260e-05      -3.661959264795e-09       6.011123973925e-01       6.994227733659e-01      -4.007986284613e-05      -5.423846196584e-09       4.818629121154e-06      -3.006004573406e-05       0.000000000000e+00      -1.898829650941e-08      -2.071558158215e-11       1.481589426320e-04      -1.898829650941e-08      -1.396301521341e-06 
       1.140449018220e-01       2.460675275324e-07      -4.335257464298e-05      -4.119490805526e-09       1.657553566253e-11       4.143883915633e-11       1.127219700531e-19       8.287767831265e-12      -3.251443098224e-05      -4.119490802306e-09       6.011112907346e-01       6.994209889478e-01      -4.335249933892e-05      -6.101549537624e-09       5.212086680403e-06      -3.251454837752e-05       0.000000000000e+00      -2.405946054965e-08      -2.727458305716e-11       1.481575279476e-04      -2.405946054965e-08      -1.634114031857e-06 
       1.195780131219e-01       2.580069071999e-07      -4.766115973286e-05      -4.748601644862e-09       1.910711879989e-11       4.776779699972e-11       1.428532931908e-19       9.553559399944e-12      -3.574586979965e-05      -4.748601640780e-09       6.011097328155e-01       6.994185149511e-01      -4.766106870708e-05      -7.033407880071e-09       5.730091291703e-06      -3.574601170153e-05       0.000000000000e+00      -3.202620189313e-08      -3.801908164717e-11       1.481555673782e-04      -3.202620189313e-08      -1.975897579594e-06 
